Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,17.85,17.85,17.85,17.85,17.85,17.85,17.85,17.85,17.85,17.85,JAICORPLTD
Reserves,2191.23,2051.58,2076.2,2002.32,1001.12,851.64,975.63,913.47,949.13,1044.51,JAICORPLTD
Borrowings,14.96,10.88,9.04,9.33,895.12,922.99,0.51,348.89,0.15,91.87,JAICORPLTD
Other Liabilities,83.7,59.96,51.36,58.77,93.32,267.17,675.42,279.73,509.02,273.15,JAICORPLTD
Total,2307.74,2140.27,2154.45,2088.27,2007.41,2059.65,1669.41,1559.94,1476.15,1427.38,JAICORPLTD
Net Block,211.29,212.42,209.43,196.59,173.24,179.22,180.41,183.78,155.76,135.7,JAICORPLTD
Capital Work in Progress,12.22,7.24,7.17,5.95,10.18,6.29,20.36,5.73,5.6,0.65,JAICORPLTD
Investments,1290.99,1075.39,1046.76,1010.32,1463.16,1530.45,1139.08,1062.31,1008.24,958.57,JAICORPLTD
Other Assets,793.24,845.22,891.09,875.41,360.83,343.69,329.56,308.12,306.55,332.46,JAICORPLTD
Total,2307.74,2140.27,2154.45,2088.27,2007.41,2059.65,1669.41,1559.94,1476.15,1427.38,JAICORPLTD
Receivables,108.51,105.84,107.82,96.75,77.39,74.96,77.65,64.85,67.49,58.93,JAICORPLTD
Inventory,70.22,71.54,68.96,75.95,89.01,74.91,75.02,74.54,53.38,101.02,JAICORPLTD
Cash & Bank,8.51,4.25,24.6,13.67,9.09,9.35,13.78,7.13,7.58,13.55,JAICORPLTD
No. of Equity Shares,178453870.0,178453460.0,178453870.0,178453870.0,178453870.0,178453870.0,178453870.0,178453870.0,178453870.0,178453870.0,JAICORPLTD
New Bonus Shares,,,,,,,,,,,JAICORPLTD
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,JAICORPLTD
