Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,4.08,5.65,6.92,6.92,6.92,6.92,6.92,6.95,8.45,8.49,ARMANFIN
Reserves,7.88,16.94,25.68,27.42,28.75,31.24,33.28,88.85,112.29,119.34,ARMANFIN
Borrowings,36.15,57.64,42.64,48.31,38.05,46.67,101.32,162.37,170.72,153.36,ARMANFIN
Other Liabilities,17.08,2.03,1.98,2.15,2.52,3.44,4.51,5.73,5.74,5.81,ARMANFIN
Total,65.19,82.26,77.22,84.8,76.24,88.27,146.03,263.9,297.2,287.0,ARMANFIN
Net Block,1.07,1.04,1.79,1.53,1.65,1.5,1.45,0.79,0.83,0.76,ARMANFIN
Capital Work in Progress,,,,,,,,,,,ARMANFIN
Investments,2.0,5.0,10.0,10.0,10.42,15.42,22.42,51.09,62.37,61.72,ARMANFIN
Other Assets,62.12,76.22,65.43,73.27,64.17,71.35,122.16,212.02,234.0,224.52,ARMANFIN
Total,65.19,82.26,77.22,84.8,76.24,88.27,146.03,263.9,297.2,287.0,ARMANFIN
Receivables,0.56,0.57,0.77,1.13,1.63,2.09,3.16,,,,ARMANFIN
Inventory,,,,,,,,,,,ARMANFIN
Cash & Bank,6.76,6.31,14.59,12.08,2.45,0.46,3.45,12.01,5.95,66.85,ARMANFIN
No. of Equity Shares,4076600.0,5648893.0,6924653.0,6924653.0,6924653.0,6924653.0,6924653.0,6952298.0,8450894.0,8488384.0,ARMANFIN
New Bonus Shares,,,,,,,,,,,ARMANFIN
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,ARMANFIN
