Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,16.19,21.91,29.69,35.03,41.23,44.17,53.06,68.25,82.98,94.74,SAKAR
Raw Material Cost,4.72,9.26,12.74,18.24,21.88,22.82,27.38,35.57,42.9,52.02,SAKAR
Change in Inventory,0.29,0.8,-0.49,0.91,-0.09,0.53,-0.79,-0.11,-0.15,0.91,SAKAR
Power and Fuel,1.75,2.12,2.88,3.27,3.23,2.43,2.43,3.23,3.31,2.26,SAKAR
Other Mfr. Exp,0.36,0.5,0.97,1.37,0.96,0.56,0.69,0.71,0.89,0.67,SAKAR
Employee Cost,1.75,2.47,3.33,4.01,4.79,5.95,6.83,8.95,12.13,13.26,SAKAR
Selling and admin,0.85,0.81,1.44,1.17,1.85,2.74,2.28,2.73,3.97,4.07,SAKAR
Other Expenses,0.03,0.01,-0.01,0.01,0.09,-0.01,0.01,0.04,0.03,0.62,SAKAR
Other Income,0.08,0.06,0.02,0.03,0.19,0.69,0.46,0.63,1.97,1.04,SAKAR
Depreciation,1.86,1.98,2.12,2.5,2.73,3.39,4.41,6.04,7.08,8.06,SAKAR
Interest,3.78,3.84,3.75,2.99,2.94,2.69,2.59,2.27,2.26,2.49,SAKAR
Profit before tax,1.46,1.78,2.0,2.41,2.86,4.82,6.11,9.23,12.23,13.24,SAKAR
Tax,0.46,0.34,0.26,0.58,0.64,1.44,2.3,2.54,2.6,2.55,SAKAR
Net profit,0.99,1.45,1.75,1.84,2.22,3.38,3.81,6.69,9.62,10.69,SAKAR
