Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,539.8,333.36,289.73,291.45,317.33,253.94,296.93,465.17,357.75,250.91,MAHASTEEL
Raw Material Cost,420.43,258.91,209.86,224.8,237.91,184.03,246.46,376.41,260.56,206.87,MAHASTEEL
Change in Inventory,9.6,10.21,-15.84,-0.61,-3.68,1.19,8.87,9.14,-6.92,5.25,MAHASTEEL
Power and Fuel,59.99,42.95,38.17,38.37,53.35,42.24,25.69,52.41,55.99,27.03,MAHASTEEL
Other Mfr. Exp,37.03,25.19,5.08,3.17,3.51,3.66,2.14,4.88,3.74,1.27,MAHASTEEL
Employee Cost,2.37,1.64,6.04,6.06,6.23,6.66,8.36,11.31,11.59,6.34,MAHASTEEL
Selling and admin,19.38,12.46,9.3,10.0,11.19,2.17,2.13,3.13,3.17,2.02,MAHASTEEL
Other Expenses,-13.27,-9.91,-7.13,-7.61,-0.02,0.01,0.05,3.55,,-0.01,MAHASTEEL
Other Income,1.11,2.02,3.37,1.43,2.65,3.64,1.69,2.11,0.62,0.45,MAHASTEEL
Depreciation,5.42,5.27,5.28,6.7,6.66,5.98,6.69,6.33,6.1,5.54,MAHASTEEL
Interest,7.96,6.19,6.25,7.53,9.45,11.15,11.58,11.19,9.07,6.28,MAHASTEEL
Profit before tax,11.2,2.89,4.41,3.25,-11.98,2.87,4.39,7.21,1.23,1.27,MAHASTEEL
Tax,3.59,1.07,1.45,1.13,3.27,0.33,1.85,1.11,-2.02,0.71,MAHASTEEL
Net profit,7.6,1.82,2.97,2.12,-15.25,2.54,2.53,6.1,3.25,0.55,MAHASTEEL
