Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,11.43,11.43,11.43,11.43,12.93,12.93,12.93,12.93,12.93,12.93,CORDSCABLE
Reserves,85.81,91.7,93.55,95.65,103.51,108.09,114.33,121.69,128.38,132.79,CORDSCABLE
Borrowings,92.38,82.82,72.36,68.18,61.66,68.64,78.61,87.48,82.82,83.78,CORDSCABLE
Other Liabilities,106.53,102.56,105.22,108.49,104.68,89.28,80.14,87.12,91.13,64.33,CORDSCABLE
Total,296.15,288.51,282.56,283.75,282.78,278.94,286.01,309.22,315.26,293.83,CORDSCABLE
Net Block,114.29,108.71,104.19,99.41,94.43,89.75,92.27,96.37,96.04,92.7,CORDSCABLE
Capital Work in Progress,0.65,0.64,0.7,0.72,0.72,,,,,,CORDSCABLE
Investments,,0.01,0.05,0.19,0.21,0.44,0.46,0.51,0.36,0.4,CORDSCABLE
Other Assets,181.21,179.15,177.62,183.43,187.42,188.75,193.28,212.34,218.86,200.73,CORDSCABLE
Total,296.15,288.51,282.56,283.75,282.78,278.94,286.01,309.22,315.26,293.83,CORDSCABLE
Receivables,89.73,82.82,83.87,86.63,94.54,93.43,101.66,113.48,120.6,109.0,CORDSCABLE
Inventory,47.36,51.83,45.2,47.52,48.26,47.45,53.64,59.83,59.67,58.55,CORDSCABLE
Cash & Bank,12.2,16.05,18.01,17.18,18.86,25.25,25.95,20.37,24.23,18.35,CORDSCABLE
No. of Equity Shares,11427780.0,11427780.0,11427780.0,11427780.0,12927780.0,12927780.0,12927780.0,12927780.0,12927780.0,12927780.0,CORDSCABLE
New Bonus Shares,,,,,,,,,,,CORDSCABLE
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,CORDSCABLE
