Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,81.19,98.0,120.73,147.86,200.94,245.19,305.56,350.77,378.84,487.7,GUFICBIO
Raw Material Cost,45.42,52.1,65.71,82.51,119.08,132.25,177.43,167.0,190.45,236.0,GUFICBIO
Change in Inventory,0.46,1.08,-0.41,1.31,17.1,11.46,33.17,-13.77,10.91,-14.29,GUFICBIO
Power and Fuel,2.5,3.21,2.95,3.16,3.57,3.51,3.58,3.43,8.23,9.94,GUFICBIO
Other Mfr. Exp,2.77,3.66,6.1,6.68,9.79,12.26,16.53,21.15,15.93,18.2,GUFICBIO
Employee Cost,4.6,5.45,12.25,19.24,31.96,41.04,44.65,46.85,58.6,66.25,GUFICBIO
Selling and admin,20.45,24.22,22.04,23.4,31.5,39.44,50.34,46.29,54.07,45.9,GUFICBIO
Other Expenses,-1.45,-0.31,-0.76,-0.09,2.45,5.2,7.41,6.29,10.36,13.2,GUFICBIO
Other Income,0.35,0.38,0.63,0.57,0.66,1.44,4.44,4.17,5.79,3.73,GUFICBIO
Depreciation,1.88,2.18,2.47,3.85,3.79,3.68,4.4,4.65,13.86,16.31,GUFICBIO
Interest,2.85,3.69,3.92,4.46,6.2,6.34,8.88,10.16,13.91,13.63,GUFICBIO
Profit before tax,2.98,5.26,6.27,6.53,10.36,14.37,29.95,35.35,30.13,57.71,GUFICBIO
Tax,1.45,1.93,2.01,2.37,3.03,5.35,13.47,13.41,7.44,13.48,GUFICBIO
Net profit,1.53,3.33,4.26,4.16,7.32,9.02,16.48,21.94,22.69,44.23,GUFICBIO
