Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,50.13,61.68,70.6,64.77,57.57,38.49,540.79,631.21,579.04,377.57,ORICONENT
Raw Material Cost,41.89,50.72,57.38,53.81,48.84,31.22,323.72,253.41,269.63,194.74,ORICONENT
Change in Inventory,0.47,-0.36,1.02,-0.91,-0.21,-0.14,-21.79,-161.23,-69.41,-10.45,ORICONENT
Power and Fuel,1.74,2.15,2.58,2.2,1.44,1.44,23.32,25.99,30.58,25.71,ORICONENT
Other Mfr. Exp,1.31,1.15,1.61,0.84,0.73,0.5,39.93,45.58,47.85,37.66,ORICONENT
Employee Cost,2.51,3.95,4.41,4.96,4.37,3.76,45.69,41.93,46.72,41.81,ORICONENT
Selling and admin,2.59,3.21,4.55,3.26,2.33,6.66,63.64,42.78,47.16,37.67,ORICONENT
Other Expenses,1.2,1.08,1.21,2.08,3.56,3.57,10.64,4.18,12.77,4.06,ORICONENT
Other Income,24.14,23.3,18.11,18.74,31.13,25.19,45.97,25.49,34.31,28.45,ORICONENT
Depreciation,1.59,1.94,2.04,1.99,0.95,0.76,28.0,27.84,37.62,31.19,ORICONENT
Interest,5.6,4.66,3.94,5.09,9.76,4.78,11.52,11.01,12.5,13.16,ORICONENT
Profit before tax,16.31,15.76,12.01,8.37,16.51,10.85,18.51,42.75,39.11,9.57,ORICONENT
Tax,4.46,3.0,3.44,1.73,0.69,2.78,3.17,10.5,5.0,0.6,ORICONENT
Net profit,11.85,12.76,8.57,6.64,15.82,8.07,15.34,32.24,34.11,8.97,ORICONENT
