Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1649.51,1552.17,1466.79,1218.53,1148.48,1185.31,1416.48,1791.38,1423.48,1220.82,CENTENKA
Raw Material Cost,1167.56,1042.86,959.02,776.01,635.26,671.87,871.16,1172.41,880.44,683.23,CENTENKA
Change in Inventory,-20.85,-46.99,-3.71,14.98,-51.5,41.74,-19.18,3.57,0.68,-31.99,CENTENKA
Power and Fuel,206.21,178.43,164.42,167.25,160.76,173.13,192.29,219.46,192.4,146.87,CENTENKA
Other Mfr. Exp,79.52,56.81,63.01,62.33,47.37,78.39,82.56,97.99,102.85,85.81,CENTENKA
Employee Cost,58.82,56.86,56.02,71.63,73.17,78.27,88.78,94.8,99.94,101.53,CENTENKA
Selling and admin,19.94,17.18,15.8,17.05,25.22,27.02,33.37,43.43,41.15,33.39,CENTENKA
Other Expenses,15.18,15.29,27.03,23.57,20.68,15.75,17.43,16.35,14.17,19.63,CENTENKA
Other Income,18.07,-4.9,9.65,7.02,4.18,5.16,42.66,17.09,42.23,15.81,CENTENKA
Depreciation,67.43,71.91,70.71,42.75,40.94,42.37,41.94,45.04,45.5,40.88,CENTENKA
Interest,31.72,29.46,20.91,17.32,9.56,5.62,3.4,3.46,3.49,1.55,CENTENKA
Profit before tax,0.35,31.48,95.81,62.62,88.2,139.79,109.03,119.1,86.45,91.75,CENTENKA
Tax,-8.43,9.59,32.88,26.05,29.1,48.82,38.94,42.52,-9.08,20.83,CENTENKA
Net profit,8.78,21.89,62.93,36.57,59.1,90.97,70.09,76.58,95.53,70.92,CENTENKA
