Report Date,2011-03-31 00:00:00,2012-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,1.35,2.7,2.7,2.7,2.7,2.7,2.7,4.48,6.15,6.15,PAR
Reserves,4.96,6.08,7.71,8.58,8.91,10.75,12.25,24.55,34.46,46.06,PAR
Borrowings,11.61,10.43,38.37,32.71,30.74,24.8,23.12,11.58,6.01,8.33,PAR
Other Liabilities,3.41,9.59,12.61,14.6,15.68,17.8,15.87,10.66,13.49,15.85,PAR
Total,21.33,28.8,61.39,58.59,58.03,56.05,53.94,51.27,60.11,76.39,PAR
Net Block,13.4,13.73,47.06,45.11,42.61,41.53,39.04,36.34,34.4,29.91,PAR
Capital Work in Progress,0.02,6.2,,,,,,,0.74,4.52,PAR
Investments,,,,,0.06,0.06,0.06,0.06,0.06,0.01,PAR
Other Assets,7.91,8.87,14.33,13.48,15.36,14.46,14.84,14.87,24.91,41.95,PAR
Total,21.33,28.8,61.39,58.59,58.03,56.05,53.94,51.27,60.11,76.39,PAR
Receivables,3.01,3.44,7.76,7.52,7.38,8.11,8.72,8.52,12.37,12.45,PAR
Inventory,3.23,3.67,3.49,3.97,5.58,3.99,4.07,4.29,2.92,3.0,PAR
Cash & Bank,0.02,0.08,0.73,0.03,0.93,0.02,0.06,0.03,7.38,21.16,PAR
No. of Equity Shares,1350018.0,2700018.0,2700018.0,2700018.0,2700018.0,2700018.0,2700018.0,4480318.0,6152318.0,6152318.0,PAR
New Bonus Shares,,,,,,,,,,,PAR
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,PAR
