Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,61.19,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,58.85,JKLAKSHMI
Reserves,1114.0,1200.95,1244.37,1271.85,1245.24,1322.84,1394.36,1463.82,1653.83,2020.07,JKLAKSHMI
Borrowings,1069.63,1336.95,1631.28,1899.21,1914.65,2170.56,2020.43,1612.87,1466.72,1124.72,JKLAKSHMI
Other Liabilities,540.84,546.9,631.96,910.48,889.63,971.45,1015.15,1319.89,1370.46,1457.77,JKLAKSHMI
Total,2785.66,3143.65,3566.46,4140.39,4108.37,4523.7,4488.79,4455.43,4549.86,4661.41,JKLAKSHMI
Net Block,1329.33,1434.61,1571.54,2582.5,2728.81,2826.34,2793.52,2639.0,2803.71,2661.95,JKLAKSHMI
Capital Work in Progress,294.05,688.06,908.36,361.46,283.09,205.08,228.08,411.07,151.89,227.5,JKLAKSHMI
Investments,453.75,406.46,447.73,422.8,437.61,809.19,794.13,719.67,784.24,750.64,JKLAKSHMI
Other Assets,708.53,614.52,638.83,773.63,658.86,683.09,673.06,685.69,810.02,1021.32,JKLAKSHMI
Total,2785.66,3143.65,3566.46,4140.39,4108.37,4523.7,4488.79,4455.43,4549.86,4661.41,JKLAKSHMI
Receivables,38.24,50.11,0.81,70.49,96.49,89.5,96.94,106.57,88.22,53.68,JKLAKSHMI
Inventory,120.09,114.84,157.14,223.47,240.55,277.64,317.03,311.7,412.84,315.5,JKLAKSHMI
Cash & Bank,89.03,12.65,35.21,15.29,11.76,8.98,11.59,18.03,31.44,359.09,JKLAKSHMI
No. of Equity Shares,122401924.0,117670066.0,117690100.0,117670066.0,117690066.0,117690066.0,117690066.0,117690066.0,117690066.0,117690066.0,JKLAKSHMI
New Bonus Shares,,,,,,,,,,,JKLAKSHMI
Face value,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,JKLAKSHMI
