Report Date,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Cash from Operating Activity,,,,,2.1,4.82,5.46,3.65,3.48,0.58,BIGBLOC
Cash from Investing Activity,,,,,-0.81,-4.79,-11.72,-6.42,-5.23,-3.8,BIGBLOC
Cash from Financing Activity,,,,,-0.95,0.16,6.18,2.41,1.55,3.15,BIGBLOC
Net Cash Flow,,,,,0.34,0.19,-0.08,-0.35,-0.2,-0.07,BIGBLOC
