Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,69.94,69.94,69.94,69.94,69.94,69.94,69.94,69.94,69.94,69.94,PRAENG
Reserves,593.92,595.9,593.87,566.45,559.34,537.83,518.35,505.38,501.49,498.6,PRAENG
Borrowings,230.81,175.32,172.63,181.97,158.93,163.66,160.07,109.8,99.03,96.23,PRAENG
Other Liabilities,247.32,292.66,312.69,334.69,354.39,373.93,421.81,469.26,434.17,430.0,PRAENG
Total,1141.99,1133.82,1149.13,1153.05,1142.6,1145.36,1170.17,1154.38,1104.63,1094.77,PRAENG
Net Block,39.32,40.42,43.04,144.62,138.24,133.54,128.61,124.81,121.95,124.14,PRAENG
Capital Work in Progress,29.79,236.34,270.6,180.47,196.98,215.4,235.94,253.72,258.58,257.95,PRAENG
Investments,139.47,139.51,133.21,133.21,133.41,133.43,133.44,133.2,133.2,133.21,PRAENG
Other Assets,933.41,717.55,702.28,694.75,673.97,662.99,672.18,642.65,590.9,579.47,PRAENG
Total,1141.99,1133.82,1149.13,1153.05,1142.6,1145.36,1170.17,1154.38,1104.63,1094.77,PRAENG
Receivables,293.64,280.53,250.53,235.84,215.11,199.92,198.65,184.75,172.67,175.44,PRAENG
Inventory,521.43,330.59,344.9,354.9,362.29,365.54,385.97,364.6,339.61,326.92,PRAENG
Cash & Bank,4.57,8.41,2.79,1.31,1.31,4.05,4.28,4.49,3.01,2.61,PRAENG
No. of Equity Shares,69935791.0,69935791.0,69935791.0,69935791.0,69935791.0,69935791.0,69935791.0,69935791.0,69935791.0,69935791.0,PRAENG
New Bonus Shares,,,,,,,,,,,PRAENG
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,PRAENG
