Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,312.0,316.98,442.21,511.1,545.82,545.9,557.25,606.8,739.21,455.39,KITEX
Raw Material Cost,174.91,161.27,234.77,209.79,214.24,210.96,254.05,282.81,317.06,195.25,KITEX
Change in Inventory,2.66,-3.89,-1.18,0.22,2.75,15.76,37.36,36.45,-4.4,0.38,KITEX
Power and Fuel,14.1,13.8,16.36,18.99,17.54,18.85,22.07,25.57,26.89,19.28,KITEX
Other Mfr. Exp,17.61,20.92,26.47,22.73,30.92,48.17,52.91,51.03,81.82,36.63,KITEX
Employee Cost,37.81,43.78,56.99,74.54,83.65,91.99,98.52,105.09,121.49,77.26,KITEX
Selling and admin,7.23,7.55,8.17,11.44,9.76,8.85,13.84,24.78,31.19,10.46,KITEX
Other Expenses,3.6,4.0,1.42,2.53,3.68,12.65,18.95,15.02,24.02,16.5,KITEX
Other Income,6.34,4.03,13.34,12.83,19.7,3.12,2.43,22.38,44.3,10.1,KITEX
Depreciation,6.87,8.62,9.68,21.33,21.27,21.83,23.4,27.26,26.45,23.1,KITEX
Interest,18.76,13.14,12.32,21.13,16.15,9.27,5.81,3.88,7.02,2.54,KITEX
Profit before tax,40.11,44.04,88.19,141.67,171.06,142.21,107.49,130.19,143.17,84.85,KITEX
Tax,12.99,14.66,30.82,43.15,58.96,49.99,37.47,48.73,34.5,24.94,KITEX
Net profit,27.12,29.38,57.37,98.52,112.1,92.22,70.02,81.46,108.67,59.9,KITEX
