Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,97.27,156.96,157.3,157.3,157.3,157.3,157.3,157.3,157.3,157.3,GTL
Reserves,798.65,489.69,20.5,-780.79,-3211.81,-4413.03,-7040.32,-7284.97,-7515.84,-7448.79,GTL
Borrowings,4084.04,3879.77,3147.11,2326.05,114.39,127.08,,,,,GTL
Other Liabilities,2490.04,2736.48,3351.41,4297.86,6467.96,7448.18,7375.36,7437.8,7623.21,7488.82,GTL
Total,7470.0,7262.9,6676.32,6000.42,3527.84,3319.53,492.34,310.13,264.67,197.33,GTL
Net Block,553.26,470.23,381.33,240.15,140.38,98.85,83.4,78.96,78.72,75.89,GTL
Capital Work in Progress,88.12,19.36,22.95,0.59,0.23,,,,,,GTL
Investments,2614.06,2639.75,3667.99,3615.59,2233.9,2123.19,337.0,184.19,51.16,51.16,GTL
Other Assets,4214.56,4133.56,2604.05,2144.09,1153.33,1097.49,71.94,46.98,134.79,70.28,GTL
Total,7470.0,7262.9,6676.32,6000.42,3527.84,3319.53,492.34,310.13,264.67,197.33,GTL
Receivables,859.32,826.43,466.13,224.29,138.48,100.21,0.84,0.01,0.01,0.09,GTL
Inventory,311.19,298.39,8.7,5.63,,5.94,,,,,GTL
Cash & Bank,84.25,109.24,162.32,73.34,79.56,101.29,19.68,7.7,87.49,8.09,GTL
No. of Equity Shares,97267833.0,156957700.0,157296000.0,157296781.0,157296781.0,157296781.0,157296781.0,157296781.0,157296781.0,157296781.0,GTL
New Bonus Shares,,,,,,,,,,,GTL
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,GTL
