Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,5.54,5.54,5.54,5.54,5.54,5.54,5.61,5.63,5.63,5.63,BIRLAMONEY
Reserves,34.63,21.97,21.76,20.43,21.63,27.77,5.16,15.85,25.64,42.25,BIRLAMONEY
Borrowings,50.37,50.84,9.87,69.06,74.75,34.71,222.11,417.42,243.83,396.57,BIRLAMONEY
Other Liabilities,92.22,80.68,159.03,117.43,134.66,197.33,306.32,254.79,273.11,438.98,BIRLAMONEY
Total,182.76,159.03,196.2,212.46,236.58,265.35,539.2,693.69,548.21,883.43,BIRLAMONEY
Net Block,34.8,27.07,20.51,7.53,6.72,7.04,5.91,6.98,25.6,23.58,BIRLAMONEY
Capital Work in Progress,0.13,0.21,,0.08,,0.38,0.64,0.68,0.41,0.68,BIRLAMONEY
Investments,2.01,2.01,5.01,5.26,5.5,5.5,24.29,280.58,,,BIRLAMONEY
Other Assets,145.82,129.74,170.68,199.59,224.36,252.43,508.36,405.45,522.2,859.17,BIRLAMONEY
Total,182.76,159.03,196.2,212.46,236.58,265.35,539.2,693.69,548.21,883.43,BIRLAMONEY
Receivables,69.64,50.63,88.38,91.41,134.22,147.96,133.47,112.66,64.68,153.94,BIRLAMONEY
Inventory,,,,,,,115.62,,90.48,256.49,BIRLAMONEY
Cash & Bank,37.45,49.29,40.32,79.37,59.24,74.1,215.22,241.19,282.87,405.13,BIRLAMONEY
No. of Equity Shares,55400000.0,55400000.0,55400000.0,55400000.0,55400000.0,55400000.0,56122138.0,56301357.0,56301357.0,56301357.0,BIRLAMONEY
New Bonus Shares,,,,,,,,,,,BIRLAMONEY
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,BIRLAMONEY
