Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,2180.04,2393.27,2871.92,2871.92,3333.94,3856.94,3856.94,3856.94,3856.94,3856.94,ADANIPOWER
Reserves,3848.75,2256.5,4915.24,4844.23,5690.26,816.38,5682.19,5270.89,3318.44,2440.48,ADANIPOWER
Borrowings,26942.87,28092.13,25281.57,23909.46,27012.4,27273.97,9577.37,11491.44,5756.57,6284.21,ADANIPOWER
Other Liabilities,3136.48,5233.0,5710.28,6100.75,9506.1,9810.19,585.71,8308.77,9598.34,11826.8,ADANIPOWER
Total,36108.14,37974.9,38779.01,37726.36,45542.7,41757.48,19702.21,28928.04,22530.29,24408.43,ADANIPOWER
Net Block,14695.12,24151.12,24466.84,20111.28,23796.9,22717.65,642.25,602.77,570.08,540.99,ADANIPOWER
Capital Work in Progress,9487.5,613.1,146.4,47.57,38.92,68.48,0.18,0.18,0.13,0.67,ADANIPOWER
Investments,2325.04,4928.43,4915.99,5627.43,7662.08,7740.39,7768.08,17156.9,18216.25,19358.65,ADANIPOWER
Other Assets,9600.48,8282.25,9249.78,11940.08,14044.8,11230.96,11291.7,11168.19,3743.83,4508.12,ADANIPOWER
Total,36108.14,37974.9,38779.01,37726.36,45542.7,41757.48,19702.21,28928.04,22530.29,24408.43,ADANIPOWER
Receivables,449.19,674.58,275.23,1448.7,5234.53,1744.46,41.72,12.27,366.81,9.65,ADANIPOWER
Inventory,816.42,1263.25,901.48,982.04,830.86,1084.83,74.69,4.09,4.06,2.54,ADANIPOWER
Cash & Bank,3030.23,1486.01,412.79,369.05,429.5,337.63,211.03,128.8,101.02,86.61,ADANIPOWER
No. of Equity Shares,2180035200.0,2393272110.0,2871922100.0,2871922100.0,3333938941.0,3856938941.0,3856938941.0,3856938941.0,3856938941.0,3856938941.0,ADANIPOWER
New Bonus Shares,,,,,,,,,,,ADANIPOWER
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,ADANIPOWER
