Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,20.05,20.05,20.05,40.1,40.1,40.1,40.1,40.1,40.1,40.1,BYKE
Reserves,47.0,52.41,64.78,59.96,81.07,112.67,143.65,143.86,147.99,129.83,BYKE
Borrowings,17.34,19.87,14.55,12.41,10.74,8.33,20.16,20.45,56.86,80.37,BYKE
Other Liabilities,9.48,21.31,25.99,23.58,27.67,25.47,31.48,17.87,17.94,13.09,BYKE
Total,93.87,113.64,125.37,136.05,159.58,186.57,235.39,222.28,262.89,263.39,BYKE
Net Block,46.71,72.68,78.43,79.08,84.35,91.87,103.02,106.04,143.98,142.08,BYKE
Capital Work in Progress,19.7,3.1,3.55,1.55,3.01,2.39,8.49,16.61,17.93,21.8,BYKE
Investments,,,,,,,,,,,BYKE
Other Assets,27.46,37.86,43.39,55.42,72.22,92.31,123.88,99.63,100.98,99.51,BYKE
Total,93.87,113.64,125.37,136.05,159.58,186.57,235.39,222.28,262.89,263.39,BYKE
Receivables,2.93,11.93,10.71,14.04,17.69,22.23,29.72,28.56,26.96,24.87,BYKE
Inventory,6.02,5.99,6.04,6.02,6.23,10.81,14.74,17.55,16.45,15.76,BYKE
Cash & Bank,2.0,1.05,1.99,2.28,2.87,3.58,11.05,6.11,2.98,3.3,BYKE
No. of Equity Shares,20048900.0,20048900.0,20048900.0,40097800.0,40097800.0,40097800.0,40097800.0,40097800.0,40097800.0,40097800.0,BYKE
New Bonus Shares,,,,,,,,,,,BYKE
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,BYKE
