Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,13.96,BBTC
Reserves,255.73,254.59,251.99,243.99,260.54,313.18,276.9,243.06,219.83,215.51,BBTC
Borrowings,160.69,163.73,190.78,356.91,330.77,334.06,358.5,413.71,500.05,1043.62,BBTC
Other Liabilities,41.31,68.87,56.64,58.73,44.84,45.3,49.16,55.08,58.7,72.91,BBTC
Total,471.69,501.15,513.37,673.59,650.11,706.5,698.52,725.81,792.54,1346.0,BBTC
Net Block,59.22,99.33,106.68,111.21,116.24,113.66,109.06,110.9,113.59,116.93,BBTC
Capital Work in Progress,0.46,5.13,3.18,0.92,0.76,3.14,4.57,6.81,11.42,14.45,BBTC
Investments,111.83,165.49,165.53,165.46,209.34,287.28,287.13,287.28,385.48,456.85,BBTC
Other Assets,300.18,231.2,237.98,396.0,323.77,302.42,297.76,320.82,282.05,757.77,BBTC
Total,471.69,501.15,513.37,673.59,650.11,706.5,698.52,725.81,792.54,1346.0,BBTC
Receivables,13.82,39.86,43.33,49.03,43.28,35.19,39.74,47.99,36.13,43.47,BBTC
Inventory,61.12,94.43,84.07,98.99,92.62,60.8,63.28,87.86,88.36,85.92,BBTC
Cash & Bank,96.92,56.51,5.9,54.29,6.1,28.31,14.83,10.28,14.42,54.57,BBTC
No. of Equity Shares,13962680.0,69771900.0,69771900.0,69813400.0,69813400.0,69813400.0,69813400.0,69813400.0,69813400.0,69813400.0,BBTC
New Bonus Shares,,,,,,,,,,,BBTC
Face value,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,BBTC
