Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,EXIDEIND
Reserves,2972.31,3338.59,3646.46,3969.59,4426.43,4878.59,5304.31,5901.99,6211.11,6808.51,EXIDEIND
Borrowings,,,,17.55,102.51,170.23,,,28.0,285.52,EXIDEIND
Other Liabilities,1033.83,1124.76,1225.16,1330.49,1524.46,1641.78,2007.57,2185.43,1917.97,2449.74,EXIDEIND
Total,4091.14,4548.35,4956.62,5402.63,6138.4,6775.6,7396.88,8172.42,8242.08,9628.77,EXIDEIND
Net Block,966.55,994.41,998.02,1090.16,1265.41,1546.0,1958.33,2297.27,2373.62,2671.62,EXIDEIND
Capital Work in Progress,26.64,58.77,50.98,100.17,185.81,141.36,233.5,254.93,296.88,200.75,EXIDEIND
Investments,1554.62,1640.13,1967.01,1895.67,2697.84,2673.94,1969.0,2199.39,2070.8,3058.63,EXIDEIND
Other Assets,1543.33,1855.04,1940.61,2316.63,1989.34,2414.3,3236.05,3420.83,3500.78,3697.77,EXIDEIND
Total,4091.14,4548.35,4956.62,5402.63,6138.4,6775.6,7396.88,8172.42,8242.08,9628.77,EXIDEIND
Receivables,402.3,509.19,516.64,555.04,603.94,621.65,943.39,1081.04,815.3,887.37,EXIDEIND
Inventory,965.01,1167.1,1185.57,1522.76,1133.51,1527.37,1760.15,1803.97,2192.27,2346.19,EXIDEIND
Cash & Bank,57.67,74.79,119.95,29.82,73.83,19.57,87.19,73.55,154.59,91.35,EXIDEIND
No. of Equity Shares,850000000.0,850000000.0,850000000.0,850000000.0,850000000.0,850000000.0,850000000.0,850000000.0,850000000.0,850000000.0,EXIDEIND
New Bonus Shares,,,,,,,,,,,EXIDEIND
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,EXIDEIND
