Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,197.04,197.04,197.04,197.04,197.04,197.04,197.04,197.04,197.04,197.04,SUNTV
Reserves,2448.2,2695.81,2974.76,3182.66,3320.59,3824.71,4443.03,5243.48,5427.05,6751.95,SUNTV
Borrowings,,,,,,,,,,,SUNTV
Other Liabilities,247.85,301.28,306.79,211.04,264.74,328.08,550.4,628.89,692.57,828.69,SUNTV
Total,2893.09,3194.13,3478.59,3590.74,3782.37,4349.83,5190.47,6069.41,6316.66,7777.68,SUNTV
Net Block,1063.06,1222.48,1241.84,1074.15,819.88,1102.05,1039.3,935.57,946.28,767.75,SUNTV
Capital Work in Progress,1.13,0.42,0.4,0.49,0.57,1.49,45.85,13.31,66.25,146.27,SUNTV
Investments,477.54,467.84,676.65,693.56,863.82,1453.95,2412.06,3050.49,2948.98,3764.12,SUNTV
Other Assets,1351.36,1503.39,1559.7,1822.54,2098.1,1792.34,1693.26,2070.04,2355.15,3099.54,SUNTV
Total,2893.09,3194.13,3478.59,3590.74,3782.37,4349.83,5190.47,6069.41,6316.66,7777.68,SUNTV
Receivables,464.91,535.3,570.61,683.53,732.91,723.78,1008.5,1078.99,1309.98,1394.41,SUNTV
Inventory,0.35,0.5,0.57,0.48,1.13,0.89,0.25,0.24,,,SUNTV
Cash & Bank,289.91,388.63,562.1,690.52,787.79,738.44,307.13,470.9,528.82,875.3,SUNTV
No. of Equity Shares,394084620.0,394084620.0,394084600.0,394084620.0,394084620.0,394084620.0,394084620.0,394084620.0,394084620.0,394084620.0,SUNTV
New Bonus Shares,,,,,,,,,,,SUNTV
Face value,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,SUNTV
