Report Date,2011-12-31 00:00:00,2012-12-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,749.62,712.01,1063.85,929.41,2162.31,1381.82,1469.61,1537.44,1691.93,1857.57,STAR
Raw Material Cost,425.05,381.85,630.04,523.12,1220.77,747.17,799.04,924.35,894.84,1106.41,STAR
Change in Inventory,-6.62,-6.68,8.22,6.88,-3.52,12.71,17.79,45.52,2.88,117.53,STAR
Power and Fuel,10.01,9.54,14.45,13.0,74.12,25.82,33.08,39.77,44.53,45.82,STAR
Other Mfr. Exp,15.8,15.03,27.48,33.21,64.52,97.72,94.37,76.0,117.43,134.86,STAR
Employee Cost,62.97,70.92,111.37,120.2,274.16,228.48,224.54,223.21,230.23,272.72,STAR
Selling and admin,69.07,58.78,95.0,98.73,180.91,118.82,118.12,132.91,117.95,171.51,STAR
Other Expenses,47.82,73.36,43.87,14.07,76.42,49.21,19.3,51.68,85.23,84.55,STAR
Other Income,112.11,54.36,4614.37,618.75,82.32,153.9,860.1,111.04,92.93,117.09,STAR
Depreciation,17.62,19.1,47.25,49.25,102.69,70.01,77.81,83.0,94.24,99.34,STAR
Interest,80.59,71.22,105.03,34.42,102.62,71.96,81.97,54.09,66.84,65.34,STAR
Profit before tax,126.18,59.89,4611.95,669.04,144.9,139.24,899.27,108.99,136.45,111.64,STAR
Tax,8.25,3.9,1099.02,136.72,14.7,30.71,7.68,-1.38,16.17,33.39,STAR
Net profit,117.93,55.99,3512.93,532.32,130.2,108.54,891.59,110.37,120.28,78.24,STAR
