Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,15.55,15.77,15.95,24.44,30.03,30.44,30.58,30.63,30.64,30.75,RAMCOSYS
Reserves,150.77,134.13,116.02,240.26,587.43,654.68,724.24,775.86,799.27,845.67,RAMCOSYS
Borrowings,199.24,286.45,365.99,297.57,,5.0,36.64,80.3,152.11,52.75,RAMCOSYS
Other Liabilities,58.37,58.49,51.88,55.66,67.68,49.33,59.32,57.76,68.66,98.62,RAMCOSYS
Total,423.93,494.84,549.84,617.93,685.14,739.45,850.78,944.55,1050.68,1027.79,RAMCOSYS
Net Block,181.65,223.75,252.22,272.63,270.65,263.18,256.89,260.08,322.27,327.61,RAMCOSYS
Capital Work in Progress,,,,,,,,,,,RAMCOSYS
Investments,122.26,123.93,123.93,123.93,143.7,180.11,302.28,302.28,368.76,368.76,RAMCOSYS
Other Assets,120.02,147.16,173.69,221.37,270.79,296.16,291.61,382.19,359.65,331.42,RAMCOSYS
Total,423.93,494.84,549.84,617.93,685.14,739.45,850.78,944.55,1050.68,1027.79,RAMCOSYS
Receivables,63.09,80.08,96.58,122.25,147.1,117.24,115.23,156.72,135.53,117.54,RAMCOSYS
Inventory,1.69,0.01,0.01,0.01,0.22,0.02,,,,,RAMCOSYS
Cash & Bank,3.48,5.19,3.61,2.9,1.77,2.0,2.85,2.51,3.08,2.34,RAMCOSYS
No. of Equity Shares,15865921.0,16086293.0,16265763.0,24752834.0,30025736.0,31108407.0,30888361.0,30942000.0,30952359.0,31063260.0,RAMCOSYS
New Bonus Shares,,,,,,,,,,,RAMCOSYS
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,RAMCOSYS
