Report Date,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,118.82,163.7,178.65,129.65,42.37,126.45,190.31,168.1,116.15,199.18,BOROLTD
Expenses,101.44,134.53,147.15,129.25,49.28,108.95,157.46,136.21,103.16,156.45,BOROLTD
Other Income,4.96,1.96,3.13,-0.81,2.97,2.3,6.16,4.95,1.77,3.52,BOROLTD
Depreciation,7.96,8.42,8.47,7.74,6.53,6.9,8.45,7.73,6.86,6.97,BOROLTD
Interest,1.3,1.29,1.11,0.97,0.95,0.22,0.11,0.48,0.12,0.09,BOROLTD
Profit before tax,13.08,21.42,25.05,-9.12,-11.42,12.68,30.45,28.63,7.78,39.19,BOROLTD
Tax,1.91,3.67,6.39,-2.69,-3.39,3.57,8.67,10.71,11.87,14.11,BOROLTD
Net profit,11.17,17.75,18.65,-6.42,-8.03,9.11,21.78,17.91,-4.08,25.09,BOROLTD
Operating Profit,17.38,29.17,31.5,0.4,-6.91,17.5,32.85,31.89,12.99,42.73,BOROLTD
