Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,140.97,156.7,232.06,290.41,325.01,325.91,401.45,422.37,369.66,213.17,INDTERRAIN
Raw Material Cost,58.85,60.0,101.52,116.84,152.14,187.73,224.3,241.31,240.52,124.53,INDTERRAIN
Change in Inventory,0.27,-0.16,11.77,-4.46,9.51,19.08,7.24,-10.68,8.38,-14.54,INDTERRAIN
Power and Fuel,0.1,0.07,0.11,0.11,0.11,,,,,,INDTERRAIN
Other Mfr. Exp,15.48,17.67,28.66,28.23,16.9,24.78,24.25,2.24,1.13,1.16,INDTERRAIN
Employee Cost,8.12,9.69,11.81,14.3,17.56,23.61,31.23,30.43,23.28,21.5,INDTERRAIN
Selling and admin,45.47,52.75,76.5,91.43,105.04,66.68,76.1,79.13,69.06,60.76,INDTERRAIN
Other Expenses,0.76,1.15,1.05,1.52,1.67,2.17,4.95,7.75,15.99,9.33,INDTERRAIN
Other Income,0.59,0.56,0.28,0.78,5.16,5.3,2.5,2.98,3.85,11.37,INDTERRAIN
Depreciation,0.81,1.44,2.46,2.92,2.31,3.14,4.22,5.54,22.79,23.32,INDTERRAIN
Interest,9.9,9.54,9.5,8.63,6.97,8.93,7.04,8.46,20.62,23.65,INDTERRAIN
Profit before tax,2.34,4.79,12.5,22.75,36.98,33.25,39.1,39.81,-11.5,-54.25,INDTERRAIN
Tax,0.57,0.68,2.62,4.77,3.96,10.41,13.66,14.1,-1.16,-23.5,INDTERRAIN
Net profit,1.77,4.11,9.88,17.98,33.02,22.84,25.44,25.71,-10.34,-30.75,INDTERRAIN
