Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,60.02,138.22,173.99,176.19,169.69,198.65,230.45,254.08,257.03,317.11,IEX
Raw Material Cost,,,,,,,,,,,IEX
Change in Inventory,,,,,,,,,,,IEX
Power and Fuel,0.07,0.11,0.11,0.15,0.26,0.23,0.35,0.46,0.5,0.29,IEX
Other Mfr. Exp,0.57,17.83,20.2,20.0,20.83,1.16,1.2,1.86,1.25,1.06,IEX
Employee Cost,6.93,7.23,8.34,11.81,14.5,15.96,24.66,25.21,33.06,39.89,IEX
Selling and admin,10.82,7.18,8.81,8.26,13.7,35.42,15.4,18.84,12.98,11.19,IEX
Other Expenses,0.78,1.55,1.0,0.45,-4.78,2.42,3.96,4.89,4.76,5.25,IEX
Other Income,10.85,-5.73,0.01,0.17,25.11,34.23,25.62,40.08,40.12,40.27,IEX
Depreciation,3.95,5.7,2.65,2.95,3.39,3.42,10.27,10.42,15.24,15.86,IEX
Interest,0.01,0.02,0.02,0.24,0.27,0.42,0.23,0.73,1.57,2.05,IEX
Profit before tax,47.74,92.87,132.87,132.5,146.63,173.85,200.0,231.75,227.79,281.79,IEX
Tax,13.7,26.58,40.92,42.49,46.49,60.27,68.31,66.71,49.87,68.31,IEX
Net profit,34.04,66.3,91.95,90.02,100.13,113.58,131.69,165.04,177.92,213.49,IEX
