Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,BSL
Reserves,51.48,53.31,56.57,56.88,63.0,68.74,67.4,66.46,64.76,67.99,BSL
Borrowings,149.4,155.02,141.93,144.15,139.14,176.73,210.74,171.84,161.46,161.39,BSL
Other Liabilities,51.71,48.1,52.56,42.2,42.34,69.98,46.54,78.48,84.15,48.52,BSL
Total,262.88,266.72,261.35,253.52,254.77,325.74,334.97,327.07,320.66,288.19,BSL
Net Block,117.6,118.49,107.35,93.73,106.44,110.95,114.54,100.39,89.24,78.03,BSL
Capital Work in Progress,0.25,0.13,0.25,3.31,2.26,3.79,0.65,0.87,0.01,,BSL
Investments,,,,,,,,,,,BSL
Other Assets,145.03,148.1,153.75,156.48,146.07,211.0,219.78,225.81,231.41,210.16,BSL
Total,262.88,266.72,261.35,253.52,254.77,325.74,334.97,327.07,320.66,288.19,BSL
Receivables,51.52,47.73,49.28,59.05,59.39,86.69,86.44,84.37,69.12,69.52,BSL
Inventory,73.75,79.09,79.04,75.92,69.62,102.49,116.06,118.31,139.38,116.09,BSL
Cash & Bank,0.37,0.34,0.34,0.4,0.42,0.66,0.55,0.5,0.64,0.43,BSL
No. of Equity Shares,10292168.0,10292168.0,10292168.0,10292168.0,10292168.0,10292168.0,10292168.0,10292168.0,10292168.0,10292168.0,BSL
New Bonus Shares,,,,,,,,,,,BSL
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,BSL
