Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,592.63,701.15,301.7,50.51,64.28,80.73,85.42,131.4,238.68,67.21,ARSHIYA
Raw Material Cost,,,,,,,,,,,ARSHIYA
Change in Inventory,,,,,,,,,,,ARSHIYA
Power and Fuel,2.73,3.03,1.4,1.45,1.92,1.94,2.31,1.12,1.07,1.17,ARSHIYA
Other Mfr. Exp,390.07,500.09,254.29,5.02,6.21,4.52,5.63,28.53,58.45,0.71,ARSHIYA
Employee Cost,36.63,32.55,19.07,15.99,17.75,13.7,14.63,17.23,12.76,9.65,ARSHIYA
Selling and admin,28.55,28.89,23.98,14.8,10.64,7.45,7.58,4.74,4.11,2.87,ARSHIYA
Other Expenses,5.99,6.56,6.13,4.52,1.36,1.03,0.95,1.0,1.29,10.4,ARSHIYA
Other Income,37.37,7.71,-91.0,-10.3,-102.8,30.05,143.17,13.25,-1068.59,18.33,ARSHIYA
Depreciation,16.43,19.91,19.58,29.22,23.59,21.81,20.92,14.82,15.71,12.9,ARSHIYA
Interest,80.41,132.22,184.88,213.21,175.96,130.5,137.62,112.37,131.22,148.12,ARSHIYA
Profit before tax,69.19,-14.39,-298.63,-244.0,-275.95,-70.17,38.95,-35.16,-1054.52,-100.28,ARSHIYA
Tax,21.68,-0.38,-0.96,,2.44,,,,11.03,,ARSHIYA
Net profit,47.51,-14.01,-297.68,-244.0,-278.39,-70.18,38.96,-35.16,-1065.55,-100.28,ARSHIYA
