Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,5.0,5.0,5.0,5.0,5.0,6.5,6.5,6.5,12.93,13.08,HLEGLAS
Reserves,12.97,15.3,17.65,18.63,21.46,40.59,44.98,23.98,52.29,140.14,HLEGLAS
Borrowings,19.08,20.9,14.47,19.26,18.77,11.65,5.91,85.43,75.51,73.56,HLEGLAS
Other Liabilities,32.04,27.59,35.73,40.76,34.28,35.39,39.73,166.91,181.44,159.85,HLEGLAS
Total,69.09,68.79,72.85,83.65,79.51,94.13,97.12,282.82,322.17,386.63,HLEGLAS
Net Block,22.39,21.89,21.68,20.42,22.96,26.37,24.63,80.21,88.49,114.2,HLEGLAS
Capital Work in Progress,0.1,0.39,0.28,2.31,0.53,0.44,1.96,4.14,10.01,3.12,HLEGLAS
Investments,,,,,,,1.0,8.07,9.01,33.75,HLEGLAS
Other Assets,46.6,46.51,50.89,60.92,56.02,67.32,69.53,190.4,214.66,235.56,HLEGLAS
Total,69.09,68.79,72.85,83.65,79.51,94.13,97.12,282.82,322.17,386.63,HLEGLAS
Receivables,3.47,4.28,5.37,4.36,3.81,4.89,6.0,31.62,43.02,63.65,HLEGLAS
Inventory,39.06,38.07,41.12,50.73,45.74,43.87,49.89,123.36,142.68,138.89,HLEGLAS
Cash & Bank,0.98,0.86,0.55,0.97,0.82,11.6,7.9,17.61,9.41,19.57,HLEGLAS
No. of Equity Shares,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,6500000.0,6500000.0,6500000.0,12931076.0,13075480.0,HLEGLAS
New Bonus Shares,,,,,,,,,,,HLEGLAS
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,HLEGLAS
