Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,15.98,26.95,68.09,102.15,129.05,32.52,28.52,46.48,47.78,54.76,PODDARHOUS
Raw Material Cost,,,,,,,,,,,PODDARHOUS
Change in Inventory,35.45,40.68,3.53,-13.35,-65.58,14.57,102.58,62.69,71.32,53.54,PODDARHOUS
Power and Fuel,0.14,,,,0.19,0.98,0.43,0.89,0.77,0.83,PODDARHOUS
Other Mfr. Exp,38.68,58.96,53.78,49.33,34.02,36.7,120.2,96.43,113.99,88.02,PODDARHOUS
Employee Cost,3.41,2.72,3.53,4.65,4.89,9.05,9.96,14.7,19.97,12.09,PODDARHOUS
Selling and admin,5.57,0.44,0.89,3.87,7.99,8.64,10.67,12.73,19.12,6.35,PODDARHOUS
Other Expenses,5.05,1.22,1.58,1.59,1.96,-1.6,-2.68,-11.15,-13.5,-6.87,PODDARHOUS
Other Income,3.91,9.4,1.8,3.14,8.48,7.21,2.28,3.41,5.5,2.84,PODDARHOUS
Depreciation,0.75,0.9,0.56,0.9,0.8,0.58,0.56,0.33,0.39,0.47,PODDARHOUS
Interest,0.06,0.05,0.05,0.14,0.08,0.05,1.31,4.53,2.81,5.81,PODDARHOUS
Profit before tax,1.68,12.74,13.03,31.46,22.02,-0.1,-7.07,-5.88,-18.95,4.44,PODDARHOUS
Tax,0.72,3.7,4.78,10.26,6.27,-0.25,-2.63,-1.53,-5.12,1.62,PODDARHOUS
Net profit,0.96,9.04,8.25,21.19,15.76,0.14,-4.45,-4.34,-13.83,2.82,PODDARHOUS
