Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,82.47,101.51,114.52,104.73,113.22,114.51,139.79,177.21,151.34,116.14,LAXMICOT
Raw Material Cost,63.49,75.4,87.78,77.15,83.04,86.39,107.0,138.24,125.88,86.51,LAXMICOT
Change in Inventory,-0.97,0.25,0.21,-0.05,-1.05,0.77,0.86,-0.05,2.46,-1.78,LAXMICOT
Power and Fuel,,,,,,,8.05,9.01,7.89,6.42,LAXMICOT
Other Mfr. Exp,,,,,0.09,9.6,2.68,4.17,1.99,3.16,LAXMICOT
Employee Cost,1.52,3.47,3.08,3.6,5.79,5.3,7.1,7.91,7.97,6.54,LAXMICOT
Selling and admin,,,,,0.79,2.9,3.09,5.59,5.91,4.67,LAXMICOT
Other Expenses,10.15,11.87,11.03,12.47,10.3,-0.01,0.01,-0.01,-0.01,-0.01,LAXMICOT
Other Income,3.24,0.87,0.61,2.04,0.38,0.3,0.58,0.98,1.81,0.14,LAXMICOT
Depreciation,4.02,4.29,4.73,6.19,6.9,5.72,7.43,5.56,3.72,3.15,LAXMICOT
Interest,4.76,4.17,4.02,4.34,2.87,1.89,1.69,3.23,3.21,3.01,LAXMICOT
Profit before tax,0.8,3.43,4.7,2.97,2.77,3.79,4.18,4.44,-0.95,1.05,LAXMICOT
Tax,0.35,1.19,0.91,0.71,-0.37,1.11,1.59,0.78,-0.08,-0.04,LAXMICOT
Net profit,0.44,2.25,3.79,2.26,3.13,2.68,2.58,3.66,-0.87,1.09,LAXMICOT
