Report Date,2011-12-31 00:00:00,2012-12-31 00:00:00,2013-12-31 00:00:00,2014-12-31 00:00:00,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,2020-12-31 00:00:00,Company_Name
Sales,7514.55,8334.53,9101.05,9854.84,8175.31,9141.34,10009.6,11292.27,12368.9,13350.03,NESTLEIND
Raw Material Cost,3052.64,3238.44,3313.68,3833.24,2908.6,3227.26,3696.99,3829.22,4520.91,4901.74,NESTLEIND
Change in Inventory,48.28,92.02,-105.32,67.43,-11.97,7.66,79.56,6.01,144.19,69.33,NESTLEIND
Power and Fuel,295.81,370.89,385.38,384.33,221.99,232.79,288.44,344.18,340.53,313.68,NESTLEIND
Other Mfr. Exp,753.26,815.2,895.68,955.26,718.95,850.85,897.84,949.86,1028.55,1040.36,NESTLEIND
Employee Cost,546.46,663.38,741.5,837.05,912.75,901.57,1017.45,1124.15,1258.17,1500.95,NESTLEIND
Selling and admin,1236.55,1374.62,1528.64,1680.48,1615.41,1751.78,1823.98,2145.82,2226.13,2249.04,NESTLEIND
Other Expenses,153.12,138.68,183.27,192.66,230.71,334.91,267.93,287.4,212.92,212.09,NESTLEIND
Other Income,21.37,31.03,96.9,86.87,-390.75,140.12,176.92,258.92,246.88,145.85,NESTLEIND
Depreciation,153.33,277.15,329.95,337.54,347.26,353.67,342.25,335.67,370.15,370.38,NESTLEIND
Interest,5.11,26.6,36.51,14.23,3.29,90.91,91.9,111.95,129.12,164.18,NESTLEIND
Profit before tax,1387.92,1552.62,1678.02,1774.35,813.63,1545.38,1839.3,2428.95,2673.49,2812.79,NESTLEIND
Tax,426.37,484.69,560.89,589.66,250.36,544.02,614.11,822.02,705.05,730.36,NESTLEIND
Net profit,961.55,1067.93,1117.13,1184.69,563.27,1001.36,1225.19,1606.93,1968.44,2082.43,NESTLEIND
