Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,29.54,25.69,39.97,60.84,80.49,64.2,123.63,217.83,190.4,170.21,GEEKAYWIRE
Raw Material Cost,27.35,23.92,34.53,51.55,66.58,56.75,110.04,182.42,139.82,142.77,GEEKAYWIRE
Change in Inventory,1.42,0.07,0.33,-1.03,-0.11,1.69,6.14,-0.54,-4.41,8.03,GEEKAYWIRE
Power and Fuel,,,,,,2.54,4.08,5.35,5.7,5.8,GEEKAYWIRE
Other Mfr. Exp,,,,,,1.52,0.85,2.04,2.52,1.35,GEEKAYWIRE
Employee Cost,0.83,0.74,0.49,0.6,0.89,1.38,2.12,6.19,7.81,7.54,GEEKAYWIRE
Selling and admin,,,,,,1.37,6.68,12.81,18.72,8.47,GEEKAYWIRE
Other Expenses,1.38,1.24,2.92,4.96,9.48,-0.08,0.1,0.26,0.23,-0.08,GEEKAYWIRE
Other Income,0.15,1.12,0.28,0.28,0.57,2.84,2.72,6.8,7.05,5.64,GEEKAYWIRE
Depreciation,0.35,0.37,0.41,0.49,0.56,0.71,1.41,2.23,2.57,3.09,GEEKAYWIRE
Interest,1.19,0.4,1.98,2.21,2.47,3.57,5.47,7.82,6.72,6.11,GEEKAYWIRE
Profit before tax,0.01,0.21,0.25,0.28,0.97,0.97,1.74,4.97,8.95,8.83,GEEKAYWIRE
Tax,-0.05,0.02,0.08,0.06,0.32,0.31,0.92,2.1,2.46,2.52,GEEKAYWIRE
Net profit,0.06,0.18,0.17,0.23,0.65,0.65,0.82,2.86,6.49,6.3,GEEKAYWIRE
