Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,27.52,27.52,27.52,27.52,27.52,27.52,27.52,32.49,32.49,32.49,SDBL
Reserves,51.31,64.36,79.83,90.65,99.06,113.29,133.53,278.59,289.76,271.69,SDBL
Borrowings,10.94,10.85,5.74,60.51,92.13,73.74,46.41,82.37,122.46,128.03,SDBL
Other Liabilities,75.69,69.53,52.01,71.97,70.45,87.33,110.59,158.36,138.5,139.99,SDBL
Total,165.46,172.26,165.1,250.65,289.16,301.88,318.05,551.81,583.21,572.2,SDBL
Net Block,67.49,70.78,67.24,64.21,60.6,59.54,69.45,66.52,62.8,206.49,SDBL
Capital Work in Progress,1.28,,0.19,2.03,4.2,5.76,,100.43,142.08,0.02,SDBL
Investments,,,,,,39.3,51.0,76.01,76.01,76.01,SDBL
Other Assets,96.69,101.48,97.67,184.41,224.36,197.28,197.6,308.85,302.32,289.68,SDBL
Total,165.46,172.26,165.1,250.65,289.16,301.88,318.05,551.81,583.21,572.2,SDBL
Receivables,41.64,48.99,33.73,59.31,65.93,49.46,69.85,83.74,86.16,82.88,SDBL
Inventory,36.25,30.13,15.38,26.18,28.72,23.56,25.77,64.1,65.13,40.46,SDBL
Cash & Bank,8.54,13.61,6.35,40.23,19.77,29.46,24.48,22.06,18.51,8.36,SDBL
No. of Equity Shares,27522400.0,27522400.0,27522400.0,27522400.0,27522400.0,27522400.0,27522400.0,32493869.0,32493869.0,32493869.0,SDBL
New Bonus Shares,,,,,,,,,,,SDBL
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,SDBL
