Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,29.29,29.29,29.29,29.29,29.29,29.29,29.29,29.29,29.29,29.29,TGBHOTELS
Reserves,113.95,116.91,118.76,105.4,90.16,127.46,128.3,74.39,75.58,67.07,TGBHOTELS
Borrowings,129.44,131.03,132.79,126.78,111.18,102.54,12.18,11.32,12.98,11.56,TGBHOTELS
Other Liabilities,61.86,79.2,87.07,86.02,98.39,105.71,74.29,66.16,46.91,55.69,TGBHOTELS
Total,334.54,356.43,367.91,347.49,329.02,365.0,244.06,181.16,164.76,163.61,TGBHOTELS
Net Block,237.82,239.3,236.1,216.61,197.07,221.93,78.01,73.81,70.84,68.85,TGBHOTELS
Capital Work in Progress,0.21,,,0.38,,,,,,,TGBHOTELS
Investments,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,TGBHOTELS
Other Assets,91.51,112.13,126.81,125.5,126.95,138.07,161.05,102.35,88.92,94.76,TGBHOTELS
Total,334.54,356.43,367.91,347.49,329.02,365.0,244.06,181.16,164.76,163.61,TGBHOTELS
Receivables,8.93,13.79,22.56,25.78,25.44,38.93,46.19,8.26,10.64,10.15,TGBHOTELS
Inventory,21.29,24.77,26.32,30.06,30.1,29.82,22.44,16.38,3.8,3.89,TGBHOTELS
Cash & Bank,9.99,15.21,26.02,7.99,5.24,6.09,5.62,3.77,1.39,0.61,TGBHOTELS
No. of Equity Shares,29286400.0,29286400.0,29286400.0,29286400.0,29286400.0,29286400.0,29286400.0,29286400.0,29286400.0,29286400.0,TGBHOTELS
New Bonus Shares,,,,,,,,,,,TGBHOTELS
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,TGBHOTELS
