Report Date,2011-09-30 00:00:00,2012-09-30 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,3238.16,3893.88,6291.51,3985.83,3367.21,4093.16,4995.12,6196.36,5760.95,6929.29,ESCORTS
Raw Material Cost,2350.29,2902.33,4526.42,2766.55,2360.83,2842.08,3388.84,4444.27,3820.83,4466.27,ESCORTS
Change in Inventory,34.87,57.81,15.94,-82.07,25.7,49.66,20.74,203.62,1.21,-127.4,ESCORTS
Power and Fuel,35.22,39.47,64.03,44.8,35.67,38.46,37.18,42.15,36.81,36.65,ESCORTS
Other Mfr. Exp,71.92,74.01,143.09,99.2,98.09,169.97,166.49,208.07,197.88,201.24,ESCORTS
Employee Cost,330.2,406.56,670.92,463.89,399.71,409.97,449.07,479.73,516.35,543.01,ESCORTS
Selling and admin,305.16,323.0,479.01,349.2,245.31,305.02,354.34,423.42,416.33,362.3,ESCORTS
Other Expenses,-83.86,24.16,42.74,18.72,76.57,93.34,62.72,69.05,98.14,63.19,ESCORTS
Other Income,-69.74,50.66,85.05,30.02,26.56,46.24,52.65,92.99,83.03,154.56,ESCORTS
Depreciation,37.97,48.43,83.22,66.06,57.5,63.07,72.48,85.37,104.55,115.7,ESCORTS
Interest,55.77,96.44,110.67,57.11,49.54,31.11,28.57,18.48,15.46,10.98,ESCORTS
Profit before tax,100.62,87.95,272.4,68.25,96.25,236.04,508.82,722.43,638.84,1157.11,ESCORTS
Tax,-19.47,18.35,27.51,-6.46,12.5,75.6,164.1,237.52,153.3,283.05,ESCORTS
Net profit,120.09,69.6,244.89,74.71,83.75,160.44,344.72,484.91,485.54,874.06,ESCORTS
