Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,566.85,691.33,759.87,779.19,951.53,1073.18,1064.19,918.29,977.01,822.24,MHRIL
Raw Material Cost,13.92,18.11,22.09,26.35,32.86,34.19,34.66,32.98,35.31,18.6,MHRIL
Change in Inventory,,,,,,,,,,,MHRIL
Power and Fuel,16.52,22.04,26.66,28.44,32.65,35.76,36.3,37.67,36.12,20.62,MHRIL
Other Mfr. Exp,35.66,45.76,68.69,70.72,75.58,74.03,70.29,88.37,88.43,61.96,MHRIL
Employee Cost,127.91,150.49,162.84,163.3,196.87,227.58,245.16,249.99,274.38,245.24,MHRIL
Selling and admin,261.26,281.48,318.94,302.13,337.97,401.14,408.14,372.37,330.63,249.65,MHRIL
Other Expenses,3.03,-0.26,-5.01,0.03,38.81,44.66,24.82,23.76,24.1,16.96,MHRIL
Other Income,62.75,14.0,21.08,-9.3,12.29,16.79,29.37,43.48,59.02,85.29,MHRIL
Depreciation,20.34,21.19,38.03,65.41,71.33,60.53,54.8,51.41,101.67,103.74,MHRIL
Interest,5.44,7.67,7.29,8.55,9.66,11.13,12.24,5.05,21.44,21.29,MHRIL
Profit before tax,145.52,158.85,141.42,104.96,168.09,200.95,207.15,100.17,123.95,169.47,MHRIL
Tax,40.88,51.87,46.89,25.94,54.5,70.3,72.8,36.31,232.16,43.7,MHRIL
Net profit,104.64,106.98,94.53,79.02,113.59,130.65,134.36,63.86,-108.21,125.76,MHRIL
