Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,5.0,5.0,5.0,5.0,5.0,11.03,11.03,11.98,13.11,13.11,APOLLOPIPE
Reserves,3.59,3.95,4.31,4.53,4.41,80.36,102.23,181.18,273.35,338.36,APOLLOPIPE
Borrowings,,,,0.27,0.49,20.19,238.34,112.25,90.13,62.93,APOLLOPIPE
Other Liabilities,0.18,0.14,0.2,0.14,0.05,30.2,49.35,85.24,105.54,79.86,APOLLOPIPE
Total,8.77,9.09,9.51,9.94,9.95,141.78,400.95,390.65,482.13,494.26,APOLLOPIPE
Net Block,,,,,,69.82,78.59,116.79,154.14,220.98,APOLLOPIPE
Capital Work in Progress,,,,,,,14.87,11.75,30.46,7.71,APOLLOPIPE
Investments,,,,9.91,9.91,0.21,0.59,0.36,0.37,0.47,APOLLOPIPE
Other Assets,8.77,9.09,9.51,0.03,0.04,71.75,306.9,261.75,297.16,265.1,APOLLOPIPE
Total,8.77,9.09,9.51,9.94,9.95,141.78,400.95,390.65,482.13,494.26,APOLLOPIPE
Receivables,,,,,,34.24,38.54,35.79,59.4,62.69,APOLLOPIPE
Inventory,,,,,,22.68,44.34,52.26,82.44,78.22,APOLLOPIPE
Cash & Bank,0.01,0.02,0.04,0.02,0.04,1.3,204.67,147.44,127.99,72.28,APOLLOPIPE
No. of Equity Shares,5001700.0,5001700.0,5001700.0,5001700.0,5001700.0,11034402.0,11034402.0,11984402.0,13109402.0,13109402.0,APOLLOPIPE
New Bonus Shares,,,,,,,,,,,APOLLOPIPE
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,APOLLOPIPE
