Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,308.43,312.67,389.44,476.56,542.02,616.97,691.16,739.0,856.37,782.98,TVTODAY
Raw Material Cost,,,,,,,,3.25,2.48,0.24,TVTODAY
Change in Inventory,,,,,,,,,,,TVTODAY
Power and Fuel,5.02,6.26,7.47,7.9,7.97,7.95,7.68,9.02,9.19,8.39,TVTODAY
Other Mfr. Exp,48.07,48.29,47.1,61.22,70.36,90.12,85.19,95.96,108.46,93.34,TVTODAY
Employee Cost,93.35,93.09,92.97,116.81,141.66,169.95,192.51,222.05,250.87,242.14,TVTODAY
Selling and admin,130.62,123.62,122.3,147.97,156.1,174.06,175.68,196.05,250.32,222.16,TVTODAY
Other Expenses,5.11,6.83,10.33,10.96,-35.17,9.7,12.62,13.53,17.14,17.03,TVTODAY
Other Income,5.62,7.36,11.7,22.68,-56.22,29.21,2.5,35.83,43.2,36.2,TVTODAY
Depreciation,14.04,21.03,24.18,30.02,30.57,28.99,31.28,31.51,38.5,40.13,TVTODAY
Interest,1.43,3.34,3.59,1.48,0.56,2.04,0.78,0.82,2.83,2.44,TVTODAY
Profit before tax,16.41,17.57,93.2,122.88,113.75,163.37,187.92,202.64,219.78,193.31,TVTODAY
Tax,5.9,5.37,31.88,41.84,52.91,54.13,64.45,72.6,77.62,62.14,TVTODAY
Net profit,10.51,12.21,61.32,81.03,60.84,109.23,123.47,130.04,142.16,131.17,TVTODAY
