Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,10.24,23.57,55.52,114.29,204.49,275.09,243.76,260.89,300.33,311.07,CIGNITITEC
Raw Material Cost,,,,,,,,,,,CIGNITITEC
Change in Inventory,,,,,,,,,,,CIGNITITEC
Power and Fuel,0.21,0.57,0.79,1.58,1.04,5.04,4.6,3.83,3.66,2.91,CIGNITITEC
Other Mfr. Exp,0.26,5.07,1.67,2.17,3.01,5.92,19.44,16.13,13.16,15.19,CIGNITITEC
Employee Cost,6.39,10.49,31.04,64.43,106.08,176.73,144.18,154.74,192.55,213.5,CIGNITITEC
Selling and admin,1.63,4.15,8.37,36.7,41.7,63.99,38.43,40.44,30.83,16.44,CIGNITITEC
Other Expenses,0.02,0.05,0.03,0.03,0.62,1.16,1.41,1.8,0.95,2.19,CIGNITITEC
Other Income,0.08,0.01,0.11,1.19,1.42,-190.19,2.42,29.03,19.41,12.68,CIGNITITEC
Depreciation,0.95,1.36,1.69,4.51,8.22,5.37,2.08,2.56,9.52,10.08,CIGNITITEC
Interest,0.29,0.19,0.14,0.72,1.79,5.13,7.8,3.25,4.18,3.79,CIGNITITEC
Profit before tax,0.57,1.7,11.9,5.34,43.45,-178.44,28.24,67.17,64.89,59.65,CIGNITITEC
Tax,0.18,0.52,3.85,1.75,11.49,8.84,2.83,7.46,5.23,5.21,CIGNITITEC
Net profit,0.39,1.18,8.04,3.59,31.96,-187.28,25.41,59.71,59.65,54.44,CIGNITITEC
