Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,141.95,185.19,360.28,437.69,451.21,618.5,792.33,989.32,1212.82,1091.27,BHARATRAS
Raw Material Cost,99.9,139.09,256.34,281.09,293.95,425.4,521.59,755.06,798.78,691.48,BHARATRAS
Change in Inventory,6.09,13.65,21.25,-6.14,1.71,15.72,-0.76,71.42,-40.36,7.5,BHARATRAS
Power and Fuel,3.0,5.71,9.8,10.4,12.77,15.31,17.9,19.98,25.2,29.89,BHARATRAS
Other Mfr. Exp,11.61,9.47,13.41,17.94,20.82,24.72,28.74,22.17,30.93,37.8,BHARATRAS
Employee Cost,8.81,12.69,23.78,28.57,32.92,40.81,49.52,57.36,69.08,79.97,BHARATRAS
Selling and admin,7.09,8.47,11.43,11.58,14.68,15.27,17.88,21.22,19.92,19.57,BHARATRAS
Other Expenses,0.94,-2.36,2.95,-0.46,-3.45,1.82,-2.78,-2.64,-1.42,-0.19,BHARATRAS
Other Income,-0.29,0.18,0.64,0.86,0.6,1.91,4.5,0.74,13.61,5.87,BHARATRAS
Depreciation,1.62,6.88,17.83,17.73,17.03,16.43,16.42,16.89,21.94,25.76,BHARATRAS
Interest,1.06,4.96,16.56,17.5,13.24,12.45,11.63,16.31,16.44,4.41,BHARATRAS
Profit before tax,13.72,14.11,30.07,48.06,51.56,83.92,135.17,155.13,205.2,215.95,BHARATRAS
Tax,3.89,4.53,9.91,16.31,17.68,29.39,36.86,43.61,47.55,51.48,BHARATRAS
Net profit,9.83,9.59,20.15,31.75,33.88,54.53,98.31,111.52,157.64,164.47,BHARATRAS
