Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,980.3,1035.33,1153.41,1278.92,1323.63,1355.18,1456.35,1457.73,1210.93,1248.99,EVEREADY
Raw Material Cost,658.52,687.93,792.88,816.81,812.38,889.34,911.73,879.24,717.75,691.85,EVEREADY
Change in Inventory,16.09,-1.8,25.84,10.37,-16.36,51.69,8.13,-42.76,-9.68,6.81,EVEREADY
Power and Fuel,12.93,14.01,14.19,13.36,13.23,12.27,13.46,15.59,15.58,13.47,EVEREADY
Other Mfr. Exp,15.72,15.97,19.27,18.87,11.67,13.03,12.18,22.98,20.85,19.17,EVEREADY
Employee Cost,90.84,90.05,99.94,113.4,130.05,144.22,167.71,156.9,149.21,142.63,EVEREADY
Selling and admin,137.87,130.92,139.45,175.28,183.25,187.83,207.0,178.8,130.25,111.24,EVEREADY
Other Expenses,29.98,28.92,22.94,27.88,34.56,26.64,47.05,38.69,46.09,49.87,EVEREADY
Other Income,-69.3,9.07,8.74,3.9,7.77,9.33,19.77,12.16,197.93,-628.37,EVEREADY
Depreciation,24.18,35.07,41.83,31.98,13.9,14.93,19.24,21.84,28.97,27.23,EVEREADY
Interest,36.09,40.48,41.0,33.6,30.35,23.23,28.7,53.99,70.41,52.03,EVEREADY
Profit before tax,-79.04,-0.75,16.49,62.01,85.65,104.71,77.18,59.1,220.07,-480.06,EVEREADY
Tax,0.81,-5.84,2.89,12.98,16.58,11.08,22.45,11.85,40.51,-170.93,EVEREADY
Net profit,-79.85,5.08,13.6,49.03,69.08,93.63,54.74,47.26,179.57,-309.13,EVEREADY
