Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,77.49,50.79,37.69,80.29,57.08,72.38,88.01,59.62,18.79,27.41,KRIDHANINF
Raw Material Cost,76.27,41.68,31.33,77.31,48.62,66.74,67.8,47.05,14.61,26.4,KRIDHANINF
Change in Inventory,9.9,-1.15,-0.82,2.86,-4.13,0.04,-9.09,2.36,-3.03,0.29,KRIDHANINF
Power and Fuel,,,,0.02,,,,,,,KRIDHANINF
Other Mfr. Exp,2.23,1.36,0.45,0.6,0.33,0.92,2.03,2.25,0.31,0.25,KRIDHANINF
Employee Cost,1.49,1.1,0.86,0.76,0.44,0.98,1.44,1.15,0.63,0.28,KRIDHANINF
Selling and admin,0.96,1.43,0.37,0.22,0.13,0.97,0.68,1.04,,,KRIDHANINF
Other Expenses,-0.01,,0.01,0.39,0.56,-0.02,0.33,0.43,0.87,0.66,KRIDHANINF
Other Income,0.88,0.92,1.71,1.8,2.13,2.05,-2.25,-160.41,-8.63,-5.0,KRIDHANINF
Depreciation,1.62,0.82,0.88,0.88,0.89,0.9,0.84,0.78,0.68,0.78,KRIDHANINF
Interest,2.84,3.28,3.43,3.08,2.4,2.73,2.25,1.73,2.14,2.0,KRIDHANINF
Profit before tax,2.87,0.89,1.25,1.69,1.71,1.25,1.3,-152.86,-12.11,-7.67,KRIDHANINF
Tax,0.61,-0.1,0.39,0.43,0.41,0.31,0.47,-0.26,0.05,0.07,KRIDHANINF
Net profit,2.26,0.99,0.86,1.25,1.3,0.94,0.84,-152.59,-12.16,-7.74,KRIDHANINF
