Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,0.47,0.47,3.14,3.79,10.3,10.3,10.5,10.7,10.93,11.21,HITECH
Reserves,27.89,29.97,33.23,43.67,56.02,64.81,86.86,112.7,138.94,158.01,HITECH
Borrowings,80.7,95.01,112.86,111.07,141.97,150.8,188.39,189.04,239.47,211.83,HITECH
Other Liabilities,65.53,63.62,75.67,56.71,71.15,91.56,69.66,83.17,73.35,72.25,HITECH
Total,174.59,189.07,224.9,215.24,279.44,317.47,355.41,395.61,462.69,453.3,HITECH
Net Block,25.08,26.57,29.1,42.93,55.17,66.7,95.77,129.03,133.79,144.95,HITECH
Capital Work in Progress,3.91,5.18,7.18,8.22,6.51,3.01,11.52,2.18,21.47,29.44,HITECH
Investments,,,,,,3.01,3.01,3.48,3.48,3.49,HITECH
Other Assets,145.6,157.32,188.62,164.09,217.76,244.75,245.11,260.92,303.95,275.42,HITECH
Total,174.59,189.07,224.9,215.24,279.44,317.47,355.41,395.61,462.69,453.3,HITECH
Receivables,55.61,57.59,71.72,53.1,67.5,78.27,77.85,93.93,112.86,84.81,HITECH
Inventory,61.12,61.56,72.96,67.68,101.72,115.64,123.39,120.07,139.91,137.62,HITECH
Cash & Bank,5.49,5.93,6.9,7.46,12.72,15.88,12.26,15.64,17.87,16.82,HITECH
No. of Equity Shares,468000.0,468000.0,3143000.0,3785550.0,10301100.0,10301100.0,10501100.0,10701000.0,10926000.0,11206000.0,HITECH
New Bonus Shares,,,,,3785550.0,,,,,,HITECH
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,HITECH
