Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1272.43,1585.7,1782.65,2093.82,1819.77,2065.76,2150.39,2837.59,2576.72,2472.99,AIAENG
Raw Material Cost,628.0,745.23,789.77,934.61,717.35,907.38,1055.06,1479.99,1178.99,1113.86,AIAENG
Change in Inventory,21.73,-4.73,7.73,2.75,0.75,52.82,54.71,88.47,-44.55,12.43,AIAENG
Power and Fuel,115.73,140.35,144.62,200.74,194.46,214.2,219.54,299.34,274.93,269.41,AIAENG
Other Mfr. Exp,197.48,248.35,230.91,271.19,252.5,278.48,285.8,374.0,297.18,296.74,AIAENG
Employee Cost,41.82,51.9,56.74,66.24,70.49,77.39,82.1,90.93,99.59,98.11,AIAENG
Selling and admin,70.95,107.04,95.75,111.49,63.47,70.84,83.37,90.15,91.98,91.38,AIAENG
Other Expenses,2.16,25.94,14.69,1.32,5.76,10.45,12.64,19.54,15.33,14.61,AIAENG
Other Income,11.47,19.21,1.33,137.13,357.44,138.64,216.98,115.87,485.48,142.65,AIAENG
Depreciation,25.47,30.69,36.29,67.61,64.14,71.29,64.39,77.7,95.51,90.97,AIAENG
Interest,4.03,5.64,7.12,5.25,6.07,6.13,7.78,8.37,6.73,4.98,AIAENG
Profit before tax,219.99,245.04,415.82,575.25,803.72,621.06,611.4,601.91,957.41,648.01,AIAENG
Tax,69.08,75.94,130.78,160.67,188.09,203.75,141.49,187.09,124.88,163.11,AIAENG
Net profit,150.91,169.1,285.04,414.57,615.63,417.31,469.91,414.82,832.53,484.9,AIAENG
