Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,26.54,26.58,26.61,26.61,26.61,26.61,26.66,26.68,26.71,26.71,RADICO
Reserves,641.87,701.61,754.46,802.68,936.51,1003.28,1115.46,1288.26,1493.82,1737.19,RADICO
Borrowings,650.23,768.32,903.81,849.26,959.72,799.04,592.05,337.02,400.28,273.36,RADICO
Other Liabilities,315.39,307.77,331.89,410.65,389.82,391.84,498.24,580.63,539.58,648.09,RADICO
Total,1634.03,1804.28,2016.77,2089.2,2312.66,2220.77,2232.41,2232.59,2460.39,2685.35,RADICO
Net Block,502.22,529.43,570.5,572.74,729.39,703.82,685.49,713.94,743.43,789.9,RADICO
Capital Work in Progress,4.84,5.33,8.12,0.8,1.91,2.2,20.19,16.0,18.08,37.78,RADICO
Investments,111.34,108.59,108.37,98.06,205.39,205.39,205.39,155.39,155.39,155.39,RADICO
Other Assets,1015.63,1160.93,1329.78,1417.6,1375.97,1309.36,1321.34,1347.26,1543.49,1702.28,RADICO
Total,1634.03,1804.28,2016.77,2089.2,2312.66,2220.77,2232.41,2232.59,2460.39,2685.35,RADICO
Receivables,347.79,435.38,523.32,477.81,610.93,624.01,630.01,641.75,823.05,697.46,RADICO
Inventory,179.18,186.19,211.38,215.27,275.77,293.63,312.1,361.69,374.18,489.07,RADICO
Cash & Bank,21.04,16.0,15.29,10.33,12.7,14.07,22.35,17.67,18.24,129.98,RADICO
No. of Equity Shares,132703879.0,132900380.0,133038765.0,133038765.0,133038765.0,133038765.0,133307265.0,133409265.0,133534265.0,133568265.0,RADICO
New Bonus Shares,,,,,,,,,,,RADICO
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,RADICO
