Report Date,Unnamed: 1,2011-03-31 00:00:00,2012-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Cash from Operating Activity,,,,9.44,1.17,6.41,-13.71,8.48,5.4,0.86,SRPL
Cash from Investing Activity,,,,0.15,-0.08,-0.06,-1.12,-0.06,0.46,-0.01,SRPL
Cash from Financing Activity,,,,-10.66,-1.03,-6.57,15.17,-8.15,-5.79,-0.6,SRPL
Net Cash Flow,,,,-1.06,0.06,-0.22,0.35,0.27,0.06,0.25,SRPL
