Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,30.8,IGPL
Reserves,228.01,227.23,226.47,208.01,260.96,361.71,497.3,597.93,603.31,787.32,IGPL
Borrowings,15.64,171.8,208.78,152.88,116.07,82.22,54.08,160.95,196.69,127.81,IGPL
Other Liabilities,183.18,192.5,298.25,212.37,170.83,184.36,245.14,323.43,298.73,337.89,IGPL
Total,457.63,622.33,764.3,604.06,578.66,659.09,827.32,1113.11,1129.53,1283.82,IGPL
Net Block,215.67,171.77,376.29,326.78,322.23,323.86,402.94,389.22,471.33,701.57,IGPL
Capital Work in Progress,18.47,171.61,0.64,0.77,4.41,11.21,26.27,216.08,267.23,40.58,IGPL
Investments,0.07,0.07,0.07,0.07,0.33,18.58,89.69,113.16,55.15,58.2,IGPL
Other Assets,223.42,278.88,387.3,276.44,251.69,305.44,308.42,394.65,335.82,483.47,IGPL
Total,457.63,622.33,764.3,604.06,578.66,659.09,827.32,1113.11,1129.53,1283.82,IGPL
Receivables,103.27,124.31,174.3,145.18,108.81,149.75,138.77,182.81,143.34,198.75,IGPL
Inventory,57.51,82.22,141.49,86.56,89.56,96.6,94.38,129.44,95.08,143.84,IGPL
Cash & Bank,30.04,34.59,28.52,18.22,16.88,29.76,21.19,25.13,35.8,43.48,IGPL
No. of Equity Shares,30801350.0,30801350.0,30801350.0,30801350.0,30801350.0,30801350.0,30801350.0,30801350.0,30801350.0,30801350.0,IGPL
New Bonus Shares,,,,,,,,,,,IGPL
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,IGPL
