Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,168.06,196.66,222.29,255.75,274.42,265.17,297.34,270.78,264.23,228.15,ARCHIDPLY
Raw Material Cost,122.14,134.55,163.77,180.77,182.3,184.07,203.81,169.1,166.37,143.43,ARCHIDPLY
Change in Inventory,0.8,-7.33,9.42,-0.41,-11.31,9.01,6.57,-6.2,2.78,-8.47,ARCHIDPLY
Power and Fuel,1.94,2.09,2.54,2.52,2.79,3.07,4.39,5.56,6.24,4.84,ARCHIDPLY
Other Mfr. Exp,5.82,5.73,5.88,5.41,4.9,7.86,13.67,12.24,12.63,9.8,ARCHIDPLY
Employee Cost,13.12,14.96,17.92,21.32,24.17,26.77,30.36,26.05,26.68,22.93,ARCHIDPLY
Selling and admin,18.09,22.72,24.74,28.02,31.14,35.42,36.64,31.58,32.3,24.36,ARCHIDPLY
Other Expenses,11.25,-2.79,-1.24,-3.28,-2.07,-4.15,-1.07,0.24,5.82,1.19,ARCHIDPLY
Other Income,23.06,4.19,3.09,1.73,1.23,1.84,2.94,0.41,1.12,0.51,ARCHIDPLY
Depreciation,4.96,4.74,5.46,4.92,4.75,4.8,5.23,4.91,4.91,4.2,ARCHIDPLY
Interest,13.47,9.02,10.64,11.09,9.2,9.86,9.99,6.93,6.69,4.78,ARCHIDPLY
Profit before tax,1.13,2.5,5.09,6.3,7.16,8.32,3.83,8.38,6.49,4.66,ARCHIDPLY
Tax,0.22,0.44,1.08,0.75,1.15,1.62,1.32,0.66,2.71,2.41,ARCHIDPLY
Net profit,0.91,2.06,4.01,5.56,6.01,6.7,2.51,7.72,3.78,2.26,ARCHIDPLY
