Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Cash from Operating Activity,,,,66.51,136.72,113.37,121.76,-36.59,243.59,194.87,AMBER
Cash from Investing Activity,,,,-74.01,-65.37,-77.64,-139.04,-130.79,-319.13,-458.15,AMBER
Cash from Financing Activity,,,,2.53,-70.92,-25.34,108.09,98.22,86.91,376.34,AMBER
Net Cash Flow,,,,-4.97,0.43,10.38,90.82,-69.16,11.38,113.06,AMBER
