Report Date,Unnamed: 1,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Cash from Operating Activity,,-58.67,-94.46,-88.39,,,,,112.62,150.34,HAPPSTMNDS
Cash from Investing Activity,,62.42,94.68,-30.45,,,,,-72.37,-283.76,HAPPSTMNDS
Cash from Financing Activity,,,,118.35,,,,,-12.8,169.44,HAPPSTMNDS
Net Cash Flow,,3.74,0.23,-0.48,,,,,27.45,36.02,HAPPSTMNDS
