Report Date,2012-06-30 00:00:00,2013-06-30 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,17.32,17.32,17.45,17.5,17.55,17.64,21.67,21.71,24.39,24.39,GATI
Reserves,328.08,824.18,622.54,602.56,605.25,627.71,732.34,745.54,775.68,600.07,GATI
Borrowings,167.26,189.7,214.45,277.79,290.69,329.34,143.13,116.46,104.28,20.53,GATI
Other Liabilities,76.67,82.81,91.56,105.0,135.63,62.99,101.49,122.9,129.25,69.46,GATI
Total,589.33,1114.01,946.0,1002.85,1049.12,1037.68,998.63,1006.61,1033.6,714.45,GATI
Net Block,70.96,68.94,68.02,127.67,127.95,283.39,286.18,282.35,256.2,40.51,GATI
Capital Work in Progress,15.65,24.01,37.55,1.58,3.37,5.03,0.08,0.51,,,GATI
Investments,257.99,744.63,643.69,658.32,658.32,563.71,571.78,570.25,641.79,553.67,GATI
Other Assets,244.73,276.43,196.74,215.28,259.48,185.55,140.59,153.5,135.61,120.27,GATI
Total,589.33,1114.01,946.0,1002.85,1049.12,1037.68,998.63,1006.61,1033.6,714.45,GATI
Receivables,25.73,28.11,37.91,62.63,73.77,45.9,37.37,40.5,21.22,8.37,GATI
Inventory,,1.21,1.57,0.91,1.31,1.47,2.13,2.74,2.02,3.31,GATI
Cash & Bank,51.98,13.17,13.06,12.52,20.44,35.03,23.71,33.28,15.82,13.1,GATI
No. of Equity Shares,86582287.0,86582287.0,87264090.0,87477537.0,87722937.0,88182054.0,108346795.0,108542137.0,121945977.0,121945977.0,GATI
New Bonus Shares,,,,,,,,,,,GATI
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,GATI
