Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,90.14,90.18,90.18,90.48,161.31,167.66,174.14,178.14,178.14,182.14,VASCONEQ
Reserves,609.52,578.01,534.41,392.89,435.17,444.87,477.69,493.69,532.45,500.53,VASCONEQ
Borrowings,335.27,250.68,305.07,296.82,241.02,234.47,243.76,240.27,237.19,198.02,VASCONEQ
Other Liabilities,274.99,300.55,314.87,333.44,309.57,296.73,298.34,328.0,324.74,363.34,VASCONEQ
Total,1309.92,1219.42,1244.53,1113.63,1147.07,1143.73,1193.93,1240.1,1272.52,1244.03,VASCONEQ
Net Block,49.58,50.8,45.6,62.32,33.66,57.26,55.18,52.83,47.55,41.09,VASCONEQ
Capital Work in Progress,5.86,0.53,0.74,2.13,,,1.27,0.01,,,VASCONEQ
Investments,218.22,197.18,202.07,209.39,227.92,172.06,175.51,173.16,187.53,172.02,VASCONEQ
Other Assets,1036.26,970.91,996.12,839.79,885.49,914.41,961.97,1014.1,1037.44,1030.92,VASCONEQ
Total,1309.92,1219.42,1244.53,1113.63,1147.07,1143.73,1193.93,1240.1,1272.52,1244.03,VASCONEQ
Receivables,239.59,231.13,200.66,146.65,161.72,118.65,130.89,152.77,128.98,114.69,VASCONEQ
Inventory,228.91,211.0,235.54,225.33,223.18,420.33,455.33,482.85,463.84,440.78,VASCONEQ
Cash & Bank,32.72,24.96,29.72,27.26,36.7,45.05,38.82,55.54,57.12,57.91,VASCONEQ
No. of Equity Shares,90135600.0,90180150.0,90182550.0,90475927.0,161306716.0,167660186.0,174136716.0,178136716.0,178136716.0,182136716.0,VASCONEQ
New Bonus Shares,,,,,,,,,,,VASCONEQ
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,VASCONEQ
