Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,472.45,472.45,472.45,472.45,480.62,480.62,480.62,480.62,480.62,480.62,TORNTPOWER
Reserves,5275.43,5617.84,5704.11,6436.21,5977.86,6403.86,7212.07,8456.18,8706.65,9770.61,TORNTPOWER
Borrowings,3703.95,4919.46,6148.96,5629.34,8392.46,8666.12,9216.43,9116.03,8340.01,7200.12,TORNTPOWER
Other Liabilities,2377.95,2675.4,2968.75,3317.72,4649.63,5064.02,5193.29,5771.83,5352.35,5326.66,TORNTPOWER
Total,11829.78,13685.15,15294.27,15855.72,19500.57,20614.62,22102.41,23824.66,22879.63,22778.01,TORNTPOWER
Net Block,7096.13,7277.62,9297.91,9100.5,14907.49,16599.0,16805.79,17012.44,15790.85,15581.89,TORNTPOWER
Capital Work in Progress,1337.22,2074.67,118.15,165.99,204.18,322.98,392.51,358.77,567.59,837.73,TORNTPOWER
Investments,1270.24,1712.83,2611.88,2657.61,695.02,753.72,989.13,1162.39,1020.97,780.56,TORNTPOWER
Other Assets,2126.19,2620.03,3266.33,3931.62,3693.88,2938.92,3914.98,5291.06,5500.22,5577.83,TORNTPOWER
Total,11829.78,13685.15,15294.27,15855.72,19500.57,20614.62,22102.41,23824.66,22879.63,22778.01,TORNTPOWER
Receivables,645.96,730.89,783.59,874.31,1048.92,968.91,1124.48,1170.53,1180.58,1275.52,TORNTPOWER
Inventory,299.55,244.28,283.4,253.1,419.59,368.88,454.38,626.67,597.89,386.16,TORNTPOWER
Cash & Bank,573.42,1096.37,1527.04,1580.34,778.39,268.9,269.73,326.25,224.2,188.77,TORNTPOWER
No. of Equity Shares,472448308.0,472448308.0,472448300.0,472448308.0,480616784.0,480616784.0,480616784.0,480616784.0,480616784.0,480616784.0,TORNTPOWER
New Bonus Shares,,,,,,,,,,,TORNTPOWER
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,TORNTPOWER
