Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,66.12,12.01,91.69,136.2,56.09,48.06,44.27,43.38,53.53,39.07,RPOWER
Raw Material Cost,,,,,,,,,,,RPOWER
Change in Inventory,,,,,,,,,,,RPOWER
Power and Fuel,,,53.21,37.68,,,,,,,RPOWER
Other Mfr. Exp,46.66,0.59,0.57,0.95,7.54,7.79,6.96,9.08,7.46,7.8,RPOWER
Employee Cost,38.77,47.75,41.38,36.78,18.53,15.12,15.64,12.03,7.81,6.86,RPOWER
Selling and admin,44.33,26.09,27.61,48.99,68.46,72.89,39.71,31.4,14.81,11.4,RPOWER
Other Expenses,27.86,45.09,3.32,6.9,8.06,2.52,4.37,-1013.68,0.48,0.29,RPOWER
Other Income,465.71,646.09,226.45,233.05,1526.15,428.55,450.01,-1124.67,91.33,483.05,RPOWER
Depreciation,2.93,3.14,16.01,19.87,17.67,16.95,15.36,17.44,15.88,16.01,RPOWER
Interest,60.34,22.06,114.9,189.76,162.54,290.28,406.78,476.62,487.26,424.42,RPOWER
Profit before tax,310.94,513.38,61.14,28.32,1299.44,71.06,5.46,-614.18,-388.84,55.34,RPOWER
Tax,0.08,-0.55,4.66,3.22,1.2,6.8,3.21,-12.52,,,RPOWER
Net profit,310.86,513.93,56.48,25.1,1298.24,64.26,2.25,-601.66,-388.84,55.34,RPOWER
