Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,24.37,24.37,24.37,24.37,24.37,24.37,24.37,24.37,24.37,24.37,ATFL
Reserves,184.29,220.24,257.62,289.03,312.39,281.75,315.7,351.41,383.16,409.57,ATFL
Borrowings,,,15.0,25.86,95.65,17.62,,,20.85,14.46,ATFL
Other Liabilities,74.71,80.7,80.46,86.98,77.67,88.5,100.22,97.34,82.66,101.09,ATFL
Total,283.37,325.31,377.45,426.24,510.08,412.24,440.29,473.12,511.04,549.49,ATFL
Net Block,58.95,77.22,123.52,150.42,176.59,187.39,184.68,171.45,203.92,286.67,ATFL
Capital Work in Progress,28.46,47.8,34.88,41.56,35.91,16.14,14.91,11.99,54.99,7.83,ATFL
Investments,1.4,4.72,9.29,11.68,16.0,16.0,16.0,51.9,32.45,24.42,ATFL
Other Assets,194.56,195.57,209.76,222.58,281.58,192.71,224.7,237.78,219.68,230.57,ATFL
Total,283.37,325.31,377.45,426.24,510.08,412.24,440.29,473.12,511.04,549.49,ATFL
Receivables,34.65,42.68,20.81,25.48,43.14,39.44,49.94,80.89,74.7,37.1,ATFL
Inventory,64.5,57.34,99.04,105.56,145.58,116.1,94.21,83.79,77.47,121.37,ATFL
Cash & Bank,40.81,9.87,3.8,6.66,1.52,1.42,29.2,3.67,3.38,8.83,ATFL
No. of Equity Shares,24369264.0,24369264.0,24369260.0,24369260.0,24369264.0,24369264.0,24369264.0,24369264.0,24369264.0,24369264.0,ATFL
New Bonus Shares,,,,,,,,,,,ATFL
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,ATFL
