Report Date,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,61.55,109.78,85.89,41.92,34.76,131.06,106.68,57.99,46.11,124.2,ANDREWYU
Expenses,69.26,100.81,89.33,76.79,41.09,95.58,107.23,87.68,51.58,112.25,ANDREWYU
Other Income,3.0,9.21,11.27,7.34,2.37,13.57,12.51,2.11,2.99,21.16,ANDREWYU
Depreciation,1.68,1.66,1.67,1.57,1.63,1.61,1.44,2.0,1.65,1.61,ANDREWYU
Interest,1.99,2.16,2.41,1.89,3.57,1.71,1.65,1.17,1.99,2.96,ANDREWYU
Profit before tax,-8.38,14.36,3.75,-30.99,-9.16,45.73,8.87,-30.75,-6.12,28.54,ANDREWYU
Tax,,,,-0.73,,,,-6.49,,,ANDREWYU
Net profit,-8.38,14.36,3.76,-30.26,-9.16,45.73,8.87,-24.25,-6.12,28.54,ANDREWYU
Operating Profit,-7.71,8.97,-3.44,-34.87,-6.33,35.48,-0.55,-29.69,-5.47,11.95,ANDREWYU
