Report Date,2011-12-31 00:00:00,2012-12-31 00:00:00,2013-12-31 00:00:00,2014-12-31 00:00:00,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,2020-12-31 00:00:00,Company_Name
Equity Share Capital,96.42,96.42,96.42,96.42,96.42,96.42,96.42,96.42,96.42,96.42,NESTLEIND
Reserves,1177.54,1701.99,2272.33,2740.79,2721.42,3185.91,3324.17,3577.32,1822.45,1922.92,NESTLEIND
Borrowings,970.87,1050.19,1189.49,19.57,17.73,33.15,35.14,35.14,188.94,147.49,NESTLEIND
Other Liabilities,2156.95,2315.32,2756.03,2962.72,3250.76,3494.98,3906.86,4379.2,5065.13,5732.9,NESTLEIND
Total,4401.78,5163.92,6314.27,5819.5,6086.33,6810.46,7362.59,8088.08,7172.94,7899.73,NESTLEIND
Net Block,1575.75,3204.27,3369.31,3176.64,2897.85,2730.14,2616.18,2400.62,2341.45,2179.41,NESTLEIND
Capital Work in Progress,1371.78,344.08,294.71,244.78,230.79,188.17,94.16,105.2,143.3,638.58,NESTLEIND
Investments,134.37,364.86,851.08,811.82,1324.92,1755.66,1978.87,2658.49,1751.05,1463.77,NESTLEIND
Other Assets,1319.88,1250.71,1799.17,1586.26,1632.77,2136.49,2673.38,2923.77,2937.14,3617.97,NESTLEIND
Total,4401.78,5163.92,6314.27,5819.5,6086.33,6810.46,7362.59,8088.08,7172.94,7899.73,NESTLEIND
Receivables,115.42,87.57,84.27,99.1,78.42,97.93,88.97,124.59,124.33,164.93,NESTLEIND
Inventory,734.04,745.58,735.93,844.1,820.81,940.06,902.47,965.55,1283.07,1416.48,NESTLEIND
Cash & Bank,227.21,236.96,749.36,445.82,499.55,880.0,1457.42,1610.06,1308.05,1769.87,NESTLEIND
No. of Equity Shares,96415716.0,96415716.0,96415716.0,96415716.0,96415716.0,96415716.0,96415716.0,96415716.0,96415716.0,96415716.0,NESTLEIND
New Bonus Shares,,,,,,,,,,,NESTLEIND
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NESTLEIND
