Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,3.1,3.1,3.1,3.1,3.1,10.99,11.33,11.33,11.57,11.71,DIXON
Reserves,55.77,57.34,67.21,76.42,108.15,178.84,292.49,348.74,502.59,690.61,DIXON
Borrowings,114.33,86.55,86.99,65.34,69.92,42.95,44.63,138.51,76.03,130.56,DIXON
Other Liabilities,87.98,112.45,110.4,138.26,146.5,265.42,319.68,604.79,831.11,1586.12,DIXON
Total,261.18,259.44,267.7,283.12,327.67,498.2,668.13,1103.37,1421.3,2419.0,DIXON
Net Block,66.45,66.02,70.91,76.4,85.41,128.62,168.3,207.28,350.43,381.18,DIXON
Capital Work in Progress,3.82,5.22,,,0.01,1.96,15.94,18.77,9.55,71.55,DIXON
Investments,7.29,7.65,8.6,8.59,25.4,9.05,13.25,18.0,45.01,140.28,DIXON
Other Assets,183.62,180.55,188.19,198.13,216.85,358.57,470.64,859.32,1016.31,1825.99,DIXON
Total,261.18,259.44,267.7,283.12,327.67,498.2,668.13,1103.37,1421.3,2419.0,DIXON
Receivables,52.88,36.98,37.8,45.76,68.56,133.74,129.46,439.38,428.61,1003.0,DIXON
Inventory,67.44,80.16,86.62,98.92,88.71,156.66,231.6,296.92,364.0,555.44,DIXON
Cash & Bank,4.77,5.3,3.73,4.08,2.77,5.56,35.91,27.54,97.69,40.93,DIXON
No. of Equity Shares,3103000.0,3103157.0,3103157.0,3103157.0,3103157.0,10985300.0,11325100.0,11325100.0,11570141.0,58569355.0,DIXON
New Bonus Shares,,,,,,,,,,,DIXON
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,DIXON
