Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,10.4,10.4,10.4,10.4,10.4,13.58,13.58,13.58,13.58,13.58,SURANAT&P
Reserves,50.59,50.55,49.73,49.41,50.72,71.02,76.53,81.48,85.04,92.84,SURANAT&P
Borrowings,28.19,31.51,26.56,22.34,23.17,38.2,31.81,25.37,33.8,31.96,SURANAT&P
Other Liabilities,21.27,10.0,9.61,12.87,5.45,3.41,1.71,4.36,4.71,2.25,SURANAT&P
Total,110.45,102.46,96.3,95.02,89.74,126.21,123.63,124.79,137.13,140.63,SURANAT&P
Net Block,74.42,64.38,57.37,49.27,44.08,64.64,59.69,53.25,49.89,44.47,SURANAT&P
Capital Work in Progress,,,,,,,,,,,SURANAT&P
Investments,11.39,11.41,13.96,12.67,13.08,18.15,29.74,29.86,29.37,39.97,SURANAT&P
Other Assets,24.64,26.67,24.97,33.08,32.58,43.42,34.2,41.68,57.87,56.19,SURANAT&P
Total,110.45,102.46,96.3,95.02,89.74,126.21,123.63,124.79,137.13,140.63,SURANAT&P
Receivables,3.33,8.21,2.97,3.04,4.18,5.28,2.12,2.4,2.46,1.91,SURANAT&P
Inventory,1.2,3.54,3.72,18.93,18.9,10.02,2.8,,0.99,1.3,SURANAT&P
Cash & Bank,1.74,2.29,1.08,1.13,1.27,1.04,0.36,0.26,1.14,1.94,SURANAT&P
No. of Equity Shares,20804400.0,20804400.0,20804400.0,104022000.0,104022000.0,135759963.0,135759963.0,135759963.0,135759963.0,135759963.0,SURANAT&P
New Bonus Shares,,,,,,,,,,,SURANAT&P
Face value,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SURANAT&P
