Report Date,2012-06-30 00:00:00,2013-06-30 00:00:00,2014-06-30 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,71.43,71.43,68.36,68.36,68.36,54.2,60.54,60.55,60.55,60.7,DIGISPICE
Reserves,532.23,562.56,534.11,197.6,111.83,54.5,239.34,250.63,160.16,157.0,DIGISPICE
Borrowings,,,0.34,0.29,0.2,,16.68,23.76,14.37,13.3,DIGISPICE
Other Liabilities,204.83,216.3,11.26,10.08,5.75,23.95,49.68,73.95,71.37,50.79,DIGISPICE
Total,808.49,850.29,614.07,276.33,186.14,132.65,366.24,408.89,306.45,281.79,DIGISPICE
Net Block,100.87,92.56,72.5,67.11,20.81,54.15,42.3,39.66,32.86,23.29,DIGISPICE
Capital Work in Progress,7.48,7.2,7.05,7.05,0.06,,3.92,0.05,,1.65,DIGISPICE
Investments,225.06,194.0,182.61,94.77,112.95,8.98,133.78,135.87,83.29,82.81,DIGISPICE
Other Assets,475.08,556.53,351.91,107.4,52.32,69.52,186.24,233.31,190.3,174.04,DIGISPICE
Total,808.49,850.29,614.07,276.33,186.14,132.65,366.24,408.89,306.45,281.79,DIGISPICE
Receivables,93.95,63.89,15.45,7.11,,3.1,36.65,67.68,44.43,30.19,DIGISPICE
Inventory,43.6,49.67,,,0.02,,,,,,DIGISPICE
Cash & Bank,40.78,143.67,62.67,23.18,25.94,5.66,32.79,34.82,26.43,39.08,DIGISPICE
No. of Equity Shares,238086285.0,238086000.0,227863982.0,227863982.0,227863982.0,227863982.0,227863982.0,227863982.0,227902065.0,228396379.0,DIGISPICE
New Bonus Shares,,,,,,,,,,,DIGISPICE
Face value,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,DIGISPICE
