Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1854.55,2831.57,4104.44,2558.55,1910.05,1052.16,602.32,395.83,301.72,175.9,OPTIEMUS
Raw Material Cost,1699.96,2650.15,3851.31,2248.82,1722.07,970.89,354.11,349.85,260.54,167.05,OPTIEMUS
Change in Inventory,0.6,26.65,54.67,-81.24,-33.09,15.55,-73.72,21.99,-31.64,2.05,OPTIEMUS
Power and Fuel,0.26,0.31,1.57,2.79,2.4,3.5,3.5,3.77,0.06,0.05,OPTIEMUS
Other Mfr. Exp,54.77,86.78,128.52,66.52,24.97,14.69,51.93,12.54,5.5,2.97,OPTIEMUS
Employee Cost,12.92,16.67,19.62,19.31,19.71,15.56,20.47,16.14,7.29,5.07,OPTIEMUS
Selling and admin,24.55,20.84,22.86,28.48,22.58,15.07,28.68,20.84,11.08,10.31,OPTIEMUS
Other Expenses,2.56,4.34,13.63,0.41,0.37,4.52,2.51,25.72,57.59,87.69,OPTIEMUS
Other Income,2.33,2.81,6.55,6.82,9.25,28.71,12.37,53.16,8.71,197.43,OPTIEMUS
Depreciation,6.29,6.37,12.49,32.54,23.34,16.57,12.56,10.76,7.91,2.78,OPTIEMUS
Interest,15.73,28.35,38.96,40.12,42.76,42.23,30.67,29.49,5.53,5.54,OPTIEMUS
Profit before tax,40.44,47.22,76.7,45.14,28.01,13.39,36.54,1.87,-76.71,93.92,OPTIEMUS
Tax,12.31,16.61,26.59,15.54,9.93,3.64,11.85,-0.35,-8.05,3.09,OPTIEMUS
Net profit,28.13,30.61,50.11,29.6,18.08,9.75,24.69,2.22,-68.66,90.83,OPTIEMUS
