Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,114.54,119.99,142.76,188.77,184.66,192.61,212.55,228.35,224.62,266.41,VIDHIING
Raw Material Cost,90.13,95.64,105.85,152.22,117.39,144.3,127.09,132.13,122.46,162.3,VIDHIING
Change in Inventory,-0.89,5.73,0.93,16.02,-9.5,10.61,-9.15,-1.09,-0.11,2.99,VIDHIING
Power and Fuel,1.94,3.16,3.19,3.31,4.03,4.18,4.76,5.34,6.12,5.28,VIDHIING
Other Mfr. Exp,5.06,6.39,9.74,11.02,12.99,13.63,23.93,24.84,24.88,28.3,VIDHIING
Employee Cost,2.0,2.28,2.7,3.78,4.67,4.2,5.46,6.73,7.37,7.84,VIDHIING
Selling and admin,4.27,5.39,5.06,7.34,7.01,7.82,10.28,11.49,11.94,11.13,VIDHIING
Other Expenses,0.73,0.39,0.98,0.42,,0.02,0.42,0.64,1.21,1.98,VIDHIING
Other Income,0.22,0.17,0.27,0.31,1.27,0.82,0.41,0.59,0.64,1.58,VIDHIING
Depreciation,0.94,1.73,1.97,1.63,2.16,2.26,2.5,2.38,2.83,2.78,VIDHIING
Interest,3.8,4.55,5.34,6.11,5.63,4.03,5.02,3.45,3.01,1.66,VIDHIING
Profit before tax,5.0,6.36,9.13,19.27,22.55,23.6,24.35,40.85,45.33,49.71,VIDHIING
Tax,1.63,2.21,3.15,6.85,7.81,8.94,8.72,11.79,11.25,12.99,VIDHIING
Net profit,3.37,4.15,5.97,12.42,14.73,14.65,15.63,29.06,34.08,36.72,VIDHIING
