Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,19.17,19.17,19.17,19.17,19.17,19.17,19.17,19.17,19.17,19.17,AMDIND
Reserves,96.72,96.3,100.44,102.24,103.77,105.11,104.24,104.43,109.52,112.69,AMDIND
Borrowings,77.09,95.2,88.9,79.0,86.69,86.53,72.7,63.38,47.92,53.2,AMDIND
Other Liabilities,51.92,47.14,51.02,53.0,35.19,48.03,39.93,54.13,55.29,59.34,AMDIND
Total,244.9,257.81,259.53,253.41,244.82,258.84,236.04,241.11,231.9,244.4,AMDIND
Net Block,85.49,86.93,92.83,91.97,91.0,103.18,102.54,98.15,90.43,103.27,AMDIND
Capital Work in Progress,,0.78,2.32,,,,,,0.41,0.28,AMDIND
Investments,5.6,37.78,32.36,26.58,26.39,0.06,0.08,0.03,0.03,,AMDIND
Other Assets,153.81,132.32,132.02,134.86,127.43,155.6,133.42,142.93,141.03,140.85,AMDIND
Total,244.9,257.81,259.53,253.41,244.82,258.84,236.04,241.11,231.9,244.4,AMDIND
Receivables,36.58,30.92,37.43,39.22,42.17,37.96,45.23,45.18,48.5,45.5,AMDIND
Inventory,36.95,57.78,46.85,56.41,48.47,50.32,35.97,54.01,50.54,57.9,AMDIND
Cash & Bank,4.22,4.14,3.73,4.34,2.53,2.6,2.34,3.87,2.61,5.5,AMDIND
No. of Equity Shares,19166749.0,19166749.0,19166749.0,19166749.0,19166749.0,19166749.0,19166749.0,19166749.0,19166749.0,19166749.0,AMDIND
New Bonus Shares,,,,,,,,,,,AMDIND
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,AMDIND
