Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,342.66,330.4,362.47,325.19,283.7,365.15,381.63,351.99,385.12,449.1,HARRMALAYA
Raw Material Cost,93.84,89.08,107.44,94.31,78.74,118.86,115.01,114.77,107.22,127.69,HARRMALAYA
Change in Inventory,-5.97,0.95,3.78,-0.65,0.13,2.32,0.18,-0.13,12.78,-7.85,HARRMALAYA
Power and Fuel,16.6,19.62,20.43,21.31,19.86,20.27,22.3,20.67,21.95,21.29,HARRMALAYA
Other Mfr. Exp,77.53,54.72,80.46,66.06,48.71,43.15,49.13,45.52,58.52,58.86,HARRMALAYA
Employee Cost,110.12,115.26,122.92,132.38,140.18,145.03,152.45,152.32,164.87,161.21,HARRMALAYA
Selling and admin,17.64,16.49,18.37,22.32,19.45,23.96,26.94,26.83,17.56,13.82,HARRMALAYA
Other Expenses,-8.42,13.71,-5.11,5.44,13.07,3.26,3.42,3.84,4.18,3.06,HARRMALAYA
Other Income,4.05,2.11,4.8,3.54,10.21,10.04,8.73,6.15,5.9,2.83,HARRMALAYA
Depreciation,6.23,6.51,6.31,7.21,5.51,5.01,4.16,4.16,4.3,4.11,HARRMALAYA
Interest,16.88,14.59,15.11,14.3,14.2,13.87,12.68,13.99,15.91,13.6,HARRMALAYA
Profit before tax,10.32,3.48,5.12,-35.25,-45.68,4.1,4.45,-24.09,9.29,40.44,HARRMALAYA
Tax,5.61,1.18,0.7,,,,,,,,HARRMALAYA
Net profit,4.71,2.3,4.42,-35.26,-45.68,4.09,4.45,-24.09,9.29,40.45,HARRMALAYA
